.,query_string,normalized_string,freq,total_freq
631,theory of computing . marchov,theory of computing . marchov,1,1
632,theory of concept critique of,theory of concept critique,1,2
633,theory of conceptual analysis also,theory of conceptual analysis also,1,1
634,theory of conceptual dependency .,theory of conceptual dependency,1,2
635,theory of conceptual metaphor paradigm,theory of conceptual metaphor paradigm,1,1
636,theory of concordance making warrants,theory of concordance making warrants,1,1
637,"theory of concordances \"" \""",theory of concordances,1,3
638,theory of conditions required semiosis,theory of conditions required semiosis,1,1
639,theory of conjecture desideratum of,theory of conjecture desideratum,1,2
640,theory of consciousness terms of,theory of consciousness terms,1,2
641,theory of conservation ( p,theory of conservation ( p,1,1
642,theory of constant-recording camera of,theory of constant-recording camera,1,2
643,theory of constitutes influence of,theory of constitutes influence,1,2
644,theory of constitutes narrative fiction,theory of constitutes narrative fiction,1,1
645,theory of contemporary digital humanities,theory of contemporary digital humanities,1,1
646,theory of context-free languages .,theory of context-free languages,1,2
647,theory of conversation,theory of conversation,1,3
648,theory of conversational narratives narrative,theory of conversational narratives narrative,1,1
649,theory of conversational networks,theory of conversational networks,1,2
650,theory of cooperative behavior question-answering,theory of cooperative behavior question-answering,1,1
651,theory of copy-text ',theory of copy-text,1,3
652,theory of creativity can stem,theory of creativity can stem,1,1
653,theory of critical elections,theory of critical elections,1,2
654,theory of criticism,theory of criticism,1,3
655,theory of cultural identities across,theory of cultural identities across,1,1
656,theory of cultural studies can,theory of cultural studies can,1,1
657,theory of culture,theory of culture,1,3
658,theory of data,theory of data,1,4
659,theory of data manipulation eventuates,theory of data manipulation eventuates,1,1
660,theory of deliberative communication discussed,theory of deliberative communication discussed,1,1
661,theory of descriptive esthetics .,theory of descriptive esthetics,1,2
662,theory of desire,theory of desire,1,3
663,theory of determinants . theresolution,theory of determinants . theresolution,1,1
664,theory of determinants put forward,theory of determinants put forward,1,1
665,theory of development of textual,theory of development of textual,1,1
666,theory of deviant word .,theory of deviant word,1,2
667,theory of deviser,theory of deviser,1,3
668,theory of differential equations can,theory of differential equations can,1,1
669,theory of diffusion helps explain,theory of diffusion helps explain,1,1
670,theory of digital humanities,theory of digital humanities,1,4
671,theory of digital humanities .,theory of digital humanities,1,4
672,theory of digital media .,theory of digital media,1,2
673,theory of digital reading must,theory of digital reading must,1,1
674,theory of digital text .,theory of digital text,1,2
675,theory of directed perception,theory of directed perception,1,2
676,theory of discourse,theory of discourse,1,17
677,theory of discourse,theory of discourse,1,17
678,theory of discourse . NA,theory of discourse,1,17
679,theory of discourse ( discourse,theory of discourse,1,17
680,theory of discourse proceeds sentence,theory of discourse proceeds sentence,1,1
681,theory of discourse processing,theory of discourse processing,1,2
682,theory of discourse structure can,theory of discourse structure can,1,1
683,theory of discourse structure considers,theory of discourse structure considers,1,1
684,theory of discourse structures (,theory of discourse structures,1,4
685,theory of disruptive innovation,theory of disruptive innovation,1,2
686,theory of distant viewing -,theory of distant viewing,1,2
687,theory of doctor,theory of doctor,1,3
688,theory of documentation,theory of documentation,1,3
689,theory of domain,theory of domain,1,4
690,theory of domain actually NA,theory of domain actually,1,2
691,theory of drama underlies interactive,theory of drama underlies interactive,1,1
692,theory of dramatic narrative,theory of dramatic narrative,1,2
693,theory of dreams,theory of dreams,1,3
694,theory of dynamic systems .,theory of dynamic systems,1,2
695,theory of dynamic unstable text,theory of dynamic unstable text,1,1
696,theory of dynamical systems,theory of dynamical systems,1,2
697,theory of early date canvassed,theory of early date canvassed,1,1
698,theory of early date tr,theory of early date tr,1,1
699,theory of ecological perception approaches,theory of ecological perception approaches,1,1
700,theory of economic-demographic relations proposed,theory of economic-demographic relations proposed,1,1
701,theory of economy based NA,theory of economy based,1,2
702,theory of editing different versions,theory of editing different versions,1,1
703,theory of editions points forward,theory of editions points forward,1,1
704,theory of educational moos .,theory of educational moos,1,2
705,theory of either . now,theory of either . now,1,1
706,theory of elections peter ordeshook,theory of elections peter ordeshook,1,1
707,theory of electromagnetism,theory of electromagnetism,1,4
708,theory of electromagnetism reality of,theory of electromagnetism reality,1,2
709,theory of electronic literature,theory of electronic literature,1,2
710,theory of electronic textuality [,theory of electronic textuality,1,3
711,theory of embodied music cognition,theory of embodied music cognition,1,1
712,theory of embodiment ' (,theory of embodiment,1,3
713,theory of emotions formulated aquinas,theory of emotions formulated aquinas,1,1
714,theory of enargeia thus sidesteps,theory of enargeia thus sidesteps,1,1
715,theory of engineering of games,theory of engineering of games,1,1
716,theory of english nominalization,theory of english nominalization,1,2
717,theory of english word ;,theory of english word,1,2
718,theory of ergodic literature close,theory of ergodic literature close,1,1
719,theory of essentially ' iconic,theory of essentially ' iconic,1,1
720,theory of evaluation . contains,theory of evaluation . contains,1,1
721,theory of event structure,theory of event structure,1,2
722,theory of everything ' -,theory of everything,1,9
723,theory of everything ' ),theory of everything,1,9
724,"theory of everything \"" [",theory of everything,1,9
725,theory of evolution,theory of evolution,1,18
726,theory of evolution,theory of evolution,1,18
727,theory of evolution,theory of evolution,1,18
728,theory of evolution,theory of evolution,1,18
729,theory of evolution . ',theory of evolution,1,18
730,theory of evolution exerted strong,theory of evolution exerted strong,1,1
731,theory of evolution face of,theory of evolution face,1,2
732,theory of evolution technological systems,theory of evolution technological systems,1,1
733,theory of extended texts,theory of extended texts,1,2
734,theory of feature structures (,theory of feature structures,1,2
735,theory of feedback poetry .,theory of feedback poetry,1,2
736,theory of fictionality parallels closely,theory of fictionality parallels closely,1,1
737,theory of field,theory of field,1,3
738,theory of finite sequence comparison,theory of finite sequence comparison,1,1
739,theory of finite state languages,theory of finite state languages,1,1
740,theory of first-generation e-texts .,theory of first-generation e-texts,1,2
741,theory of folktale structure,theory of folktale structure,1,2
742,theory of foregrounding,theory of foregrounding,1,3
743,theory of formal grammars relevant,theory of formal grammars relevant,1,1
744,theory of formal languages .,theory of formal languages,1,6
745,theory of formalism,theory of formalism,1,3
746,theory of formalization proof of,theory of formalization proof,1,2
747,theory of forms ( allen,theory of forms ( allen,1,1
748,theory of forms concomitant epistemology,theory of forms concomitant epistemology,1,1
749,theory of forms needs historical,theory of forms needs historical,1,1
750,theory of forms strong historical,theory of forms strong historical,1,1
751,theory of four causes,theory of four causes,1,2
752,theory of frame semantics supported,theory of frame semantics supported,1,1
753,theory of frequent . NA,theory of frequent,1,3
754,theory of functional sentence perspective,theory of functional sentence perspective,1,1
755,theory of fuzzy sets description,theory of fuzzy sets description,1,1
756,theory of fuzzy sets makes,theory of fuzzy sets makes,1,1
757,theory of fuzzy sets theory,theory of ' fuzzy sets,1,10
758,theory of fuzzy sets used,theory of fuzzy sets used,1,1
759,theory of game ' positions,theory of game ' positions,1,1
760,theory of games,theory of games,1,15
761,theory of games,theory of games,1,15
762,theory of games,theory of games,1,15
763,theory of games . assumed,theory of games . assumed,1,1
764,theory of games ' .,theory of games,1,15
765,theory of games developed roger,theory of games developed roger,1,1
766,theory of gaming,theory of gaming,1,3
767,theory of gendered authorship holds,theory of gendered authorship holds,1,1
768,theory of generalized phrase structure,theory of generalized phrase structure,1,1
769,theory of generalized quantifiers application,theory of generalized quantifiers application,1,1
770,theory of generalized quantifiers propose,theory of generalized quantifiers propose,1,1
771,theory of generative grammar .,theory of generative grammar,1,3
772,theory of generative grammar first,theory of generative grammar first,1,1
773,theory of genre,theory of genre,1,3
774,theory of genres prototypes can,theory of genres prototypes can,1,1
775,theory of grammar,theory of grammar,1,18
776,theory of grammar,theory of grammar,1,18
777,theory of grammar,theory of grammar,1,18
778,theory of grammar,theory of grammar,1,18
779,theory of grammar advocates of,theory of grammar advocates,1,2
780,theory of grammar applicable linguistics,theory of grammar applicable linguistics,1,1
781,theory of grammar linguistic description,theory of grammar linguistic description,1,1
782,theory of grammar man-machine interaction,theory of grammar man-machine interaction,1,1
783,theory of grammar outlined of,theory of grammar outlined,1,2
784,theory of grammar teaching of,theory of grammar teaching,1,2
785,theory of grammars ; instruct,theory of grammars ; instruct,1,1
786,theory of graphemics developed autonomously,theory of graphemics developed autonomously,1,1
787,theory of graphic design,theory of graphic design,1,2
788,theory of graphs,theory of graphs,1,9
789,theory of graphs,theory of graphs,1,9
790,theory of graphs applications (,theory of graphs applications,1,2
791,theory of graphs linguistics (,theory of graphs linguistics,1,2
792,theory of graphs mar NA,theory of graphs mar,1,2
793,theory of group cognition .,theory of group cognition,1,2
794,theory of han4-zi4 study,theory of han4-zi4 study,1,2
795,theory of han4-zi4 writing established,theory of han4-zi4 writing established,1,1
796,theory of hardware software,theory of hardware software,1,2
797,theory of harmonious proportion architecture,theory of harmonious proportion architecture,1,1
798,theory of historical documents hand,theory of historical documents hand,1,1
799,theory of historicity,theory of historicity,1,3
800,theory of history,theory of history,1,8
801,theory of history,theory of history,1,8
802,theory of history broadly consummate,theory of history broadly consummate,1,1
803,theory of history expressed NA,theory of history expressed,1,2
804,theory of human capacities,theory of human capacities,1,2
805,theory of human image understanding,theory of human image understanding,1,1
806,theory of human literary performance,theory of human literary performance,1,1
807,theory of human memory,theory of human memory,1,2
808,theory of human psyche,theory of human psyche,1,2
809,theory of humans process meaning,theory of humans process meaning,1,1
810,theory of humoral pathology,theory of humoral pathology,1,2
811,theory of humour ( see,theory of humour ( see,1,1
812,theory of hybrid library NA,theory of hybrid library,1,2
813,theory of hydraulics constructing flow,theory of hydraulics constructing flow,1,1
814,theory of hyper-circulation can help,theory of hyper-circulation can help,1,1
815,theory of hypermedia must recapitulate,theory of hypermedia must recapitulate,1,1
816,theory of hypermedia take NA,theory of hypermedia take,1,2
817,theory of hypertext,theory of hypertext,1,6
818,theory of hypertext,theory of hypertext,1,6
819,theory of hypertextual reading writing,theory of hypertextual reading writing,1,1
820,theory of ideal authorship study,theory of ideal authorship study,1,1
821,theory of idiolect,theory of idiolect,1,3
822,theory of idiolectal co-selection .,theory of idiolectal co-selection,1,2
823,theory of images lies wait,theory of images lies wait,1,1
824,theory of importance of different,theory of importance of different,1,1
825,theory of impossibility of closed,theory of impossibility of closed,1,1
826,theory of inclusive fitness establishes,theory of inclusive fitness establishes,1,1
827,theory of indexing,theory of indexing,1,5
828,theory of indexing . unfortunately,theory of indexing . unfortunately,1,1
829,theory of indices,theory of indices,1,3
830,theory of indirect speech acts,theory of indirect speech acts,1,1
831,"theory of induction . \""",theory of induction,1,3
832,theory of inductive learning aid,theory of inductive learning aid,1,1
833,theory of inference memory .,theory of inference memory,1,2
834,theory of infinite semiosis ',theory of infinite semiosis,1,2
835,theory of infinite text deferral,theory of infinite text deferral,1,1
836,theory of influence bears intriguingly,theory of influence bears intriguingly,1,1
837,"theory of information \""",theory of information,1,8
838,theory of information ( uti,theory of information ( uti,1,1
839,theory of information found way,theory of information found way,1,1
840,theory of information pickup explains,theory of information pickup explains,1,1
841,theory of information systems,theory of information systems,1,2
842,theory of innovation action .,theory of innovation action,1,2
843,theory of instruction,theory of instruction,1,4
844,theory of instruction influenced NA,theory of instruction influenced,1,2
845,theory of integrative levels .,theory of integrative levels,1,2
846,theory of intelligence ',theory of intelligence,1,3
847,theory of intelligent reasoning,theory of intelligent reasoning,1,4
848,"theory of intelligent reasoning \""",theory of intelligent reasoning,1,4
849,"theory of interdisciplinarity ( \""",theory of interdisciplinarity,1,3
850,theory of interface applies technological,theory of interface applies technological,1,1
851,theory of interpretation . multiple,theory of interpretation . multiple,1,1
852,theory of interpretation context NA,theory of interpretation context,1,2
853,theory of interpretation of reading,theory of interpretation of reading,1,1
854,theory of invariants terms of,theory of invariants terms,1,2
855,theory of j.j . katz,theory of j.j . katz,1,1
856,theory of javanese gamelan chief,theory of javanese gamelan chief,1,1
857,theory of jean piaget .,theory of jean piaget,1,2
858,theory of justification ( haack,theory of justification ( haack,1,1
859,theory of justification order propose,theory of justification order propose,1,1
860,theory of justification three criteria,theory of justification three criteria,1,1
861,theory of karlsson ( karlsson,theory of karlsson,1,3
862,theory of katz fodor,theory of katz fodor,1,2
863,theory of knowledge,theory of knowledge,1,10
864,theory of knowledge . french,theory of knowledge . french,1,1
865,theory of knowledge . hope,theory of knowledge . hope,1,1
866,theory of knowledge . issue,theory of knowledge . issue,1,1
867,theory of knowledge representation epistemological,theory of knowledge representation epistemological,1,1
868,theory of koskenniemi ( 1983,theory of koskenniemi ( 1983,1,1
869,theory of kr . several,theory of kr . several,1,1
870,theory of lacan 150 years,theory of lacan 150 years,1,1
871,theory of language,theory of language,1,64
872,theory of language,theory of language,1,64
873,theory of language,theory of language,1,64
874,theory of language,theory of language,1,64
875,theory of language,theory of language,1,64
876,theory of language,theory of language,1,64
877,theory of language,theory of language,1,64
878,theory of language,theory of language,1,64
879,theory of language,theory of language,1,64
880,theory of language ; one,theory of language ; one,1,1
881,theory of language . appears,theory of language . appears,1,1
882,theory of language . ensure,theory of language . ensure,1,1
883,theory of language ( tognini-bonelli,theory of language ( tognini-bonelli,1,1
884,theory of language able NA,theory of language able,1,2
885,theory of language acquisition without,theory of language acquisition without,1,1
886,theory of language acts pragmatics,theory of language acts pragmatics,1,1
887,theory of language argues clause,theory of language argues clause,1,1
888,theory of language choice chance,theory of language choice chance,1,1
889,theory of language generation process,theory of language generation process,1,1
890,theory of language history of,theory of language history,1,2
891,theory of language means of,theory of language means,1,2
892,theory of language must also,theory of language must also,1,1
893,theory of language processing application,theory of language processing application,1,1
894,theory of language production comprehension,theory of language production comprehension,1,1
895,theory of language structure .,theory of language structure,1,2
896,theory of language translation .,theory of language translation,1,2
897,theory of language understanding capable,theory of language understanding capable,1,1
898,theory of language understanding implemented,theory of language understanding implemented,1,1
899,theory of language use,theory of language use,1,4
900,theory of language use ',theory of language use,1,4
901,theory of language variation (,theory of language variation,1,2
902,theory of languages can compared,theory of languages can compared,1,1
903,theory of langue et parole,theory of langue et parole,1,1
904,theory of learnable ' (,theory of learnable,1,3
905,theory of learning,theory of learning,3,11
906,theory of learning . include,theory of learning . include,1,1
907,theory of learning advanced formation,theory of learning advanced formation,1,1
908,theory of learning NA NA,theory of learning,1,11
909,theory of legal information decision,theory of legal information decision,1,1
910,theory of levels of ',theory of levels,1,3
911,theory of lexical conceptual structure,theory of lexical conceptual structure,1,1
912,theory of lexical diffusion .,theory of lexical diffusion,1,2
913,theory of lexical functions hausmann's,theory of lexical functions hausmann's,1,1
914,"theory of lexical knowledge \""",theory of lexical knowledge,1,2
915,theory of lexical statistics computers,theory of lexical statistics computers,1,1
916,theory of lexicography,theory of lexicography,1,10
917,theory of lexicography,theory of lexicography,1,10
918,theory of lexicography ',theory of lexicography,1,10
919,theory of lexicography proposed bergenholtz,theory of lexicography proposed bergenholtz,1,1
920,theory of lexicon ' .,theory of lexicon,1,5
921,theory of lexicon ' enforced,theory of lexicon ' enforced,1,1
922,theory of lexis opens exciting,theory of lexis opens exciting,1,1
923,theory of light optics hold,theory of light optics hold,1,1
924,theory of linguistic deso'iption (,theory of linguistic deso'iption,1,2
925,theory of linguistic performance ?,theory of linguistic performance,1,4
926,theory of linguistic performance of,theory of linguistic performance,1,4
927,theory of linguistic variation .,theory of linguistic variation,1,5
928,theory of linguistic variation ',theory of linguistic variation,1,5
929,theory of linguistic variation provide,theory of linguistic variation provide,1,1
930,theory of linguistics . applications,theory of linguistics . applications,1,1
931,theory of linguistics different NA,theory of linguistics different,1,2
932,theory of link given names,theory of link given names,1,1
933,theory of literary . convergence,theory of literary . convergence,1,1
934,theory of literary allusion,theory of literary allusion,1,2
935,theory of literary art continues,theory of literary art continues,1,1
936,theory of literary change creativity,theory of literary change creativity,1,1
937,theory of literary change results,theory of literary change results,1,1
938,theory of literary communication,theory of literary communication,1,4
939,theory of literary communication literary,theory of literary communication,1,4
940,theory of literary experience,theory of literary experience,1,2
941,theory of literary meaning NA,theory of literary meaning,1,2
942,theory of literary text structures,theory of literary text structures,1,1
943,theory of literary work,theory of literary work,1,2
944,theory of literature,theory of literature,1,39
945,theory of literature,theory of literature,1,39
946,theory of literature,theory of literature,1,39
947,theory of literature ; conference,theory of literature ; conference,1,1
948,theory of literature ; musicology,theory of literature ; musicology,1,1
949,theory of literature : scholar,theory of literature : scholar,1,1
950,theory of literature . 19,theory of literature,1,39
951,theory of literature . discussion,theory of literature . discussion,1,1
952,theory of literature ( ever-zohar,theory of literature ( ever-zohar,1,1
953,theory of literature exact science,theory of literature exact science,1,1
954,theory of literature general .,theory of literature general,1,2
955,theory of literature isolated closer,theory of literature isolated closer,1,1
956,theory of literature media NA,theory of literature media,1,2
957,theory of literature paris cuny,theory of literature paris cuny,1,1
958,theory of literature published 1948,theory of literature published 1948,1,1
959,theory of literature suitable NA,theory of literature suitable,1,2
960,theory of literature wellek warren,theory of literature wellek warren,1,1
961,theory of liu4-shul [ ^,theory of liu4-shul,1,3
962,theory of man deal NA,theory of man deal,1,2
963,theory of manifested NA NA,theory of manifested,1,3
964,theory of manuscript relationships ',theory of manuscript relationships,1,2
965,theory of markup,theory of markup,1,6
966,theory of markup . 10,theory of markup,1,6
967,theory of matrix classification solving,theory of matrix classification solving,1,1
968,theory of meaning - among,theory of meaning - among,1,1
969,theory of meaning,theory of meaning,1,34
970,theory of meaning,theory of meaning,1,34
971,theory of meaning,theory of meaning,1,34
972,theory of meaning,theory of meaning,1,34
973,theory of meaning .,theory of meaning,1,34
974,"theory of meaning . \""",theory of meaning,1,34
975,"theory of meaning \"" )",theory of meaning,1,34
976,theory of meaning ( whether,theory of meaning ( whether,1,1
977,theory of meaning believed NA,theory of meaning believed,1,2
978,theory of meaning bruns casually,theory of meaning bruns casually,1,1
979,theory of meaning closest wittgenstein's,theory of meaning closest wittgenstein's,1,1
980,theory of meaning compared NA,theory of meaning compared,1,2
981,theory of meaning give interesting,theory of meaning give interesting,1,1
982,theory of meaning idea NA,theory of meaning idea,1,2
983,theory of meaning model intelligent,theory of meaning model intelligent,1,1
984,theory of meaningful verbal learning,theory of meaningful verbal learning,1,1
985,theory of media changing NA,theory of media changing,1,2
986,theory of media laws of,theory of media laws,1,2
987,theory of mediation . recently,theory of mediation . recently,1,1
988,theory of mediation pod publication,theory of mediation pod publication,1,1
989,theory of medieval philology today,theory of medieval philology today,1,1
990,theory of medium agent NA,theory of medium agent,1,2
991,theory of memorial reconstruction calls,theory of memorial reconstruction calls,1,1
992,theory of memorial reconstruction generally,theory of memorial reconstruction generally,1,1
993,theory of memory,theory of memory,1,4
994,theory of memory imagination NA,theory of memory imagination,1,2
995,theory of metaphor .,theory of metaphor,1,15
996,theory of metaphor ( black,theory of metaphor ( black,1,1
997,theory of metaphor ( henceforth,theory of metaphor ( henceforth,1,1
998,theory of metaphor according sftm,theory of metaphor according sftm,1,1
999,theory of metaphor black's interactionist,theory of metaphor black's interactionist,1,1
1000,theory of metaphor know of,theory of metaphor know,1,2
1001,theory of metaphor narrative reconfiguring,theory of metaphor narrative reconfiguring,1,1
1002,theory of metaphor presented george,theory of metaphor presented george,1,1
1003,theory of metaphor theory NA,theory of metaphor,1,15
1004,theory of metaphors,theory of metaphors,1,3
1005,theory of meter,theory of meter,1,4
1006,theory of meter use .,theory of meter use,1,2
1007,theory of mind,theory of mind,1,12
1008,theory of mind,theory of mind,1,12
1009,"theory of mind \"" (",theory of mind,1,12
1010,"theory of mind \"" stanford",theory of mind stanford,1,1
1011,theory of mind novel (,theory of mind novel,1,2
1012,theory of minimal syntax maximal,theory of minimal syntax maximal,1,1
1013,theory of minimization of travel,theory of minimization of travel,1,1
1014,theory of mirth . procedures,theory of mirth . procedures,1,1
1015,theory of modeling cai ;,theory of modeling cai,1,2
1016,theory of modeling possible,theory of modeling possible,1,2
1017,theory of models : let,theory of models : let,1,1
1018,theory of models digital humanities,theory of models digital humanities,1,1
1019,theory of models icons NA,theory of models icons,1,2
1020,theory of models respect NA,theory of models respect,1,2
1021,theory of moderation : danger,theory of moderation : danger,1,1
1022,"theory of modern \"" composition",theory of modern composition,1,1
1023,theory of modernist conjectures .,theory of modernist conjectures,1,2
1024,theory of modes ( randel,theory of modes ( randel,1,1
1025,theory of modes of religiosity,theory of modes of religiosity,1,1
1026,theory of molecular evolution (,theory of molecular evolution,1,2
1027,theory of montage,theory of montage,1,3
1028,theory of montage-as-collision,theory of montage-as-collision,1,3
1029,theory of moral sentiments,theory of moral sentiments,1,2
1030,theory of morphology,theory of morphology,1,3
1031,theory of motivation,theory of motivation,1,3
1032,theory of multimedia learning,theory of multimedia learning,1,5
1033,theory of multimedia learning based,theory of multimedia learning based,1,1
1034,theory of multimedia learning developed,theory of multimedia learning developed,1,1
1035,theory of multimedia learning one,theory of multimedia learning one,1,1
1036,theory of multimodal literacy [,theory of multimodal literacy,1,2
1037,theory of multimodal structure,theory of multimodal structure,1,2
1038,theory of multimodality of contemporary,theory of multimodality of contemporary,1,1
1039,theory of multistage decision processes,theory of multistage decision processes,1,1
1040,theory of music : one,theory of music : one,1,1
1041,theory of music . use,theory of music . use,1,1
1042,theory of music director of,theory of music director,1,2
1043,theory of music provides general,theory of music provides general,1,1
1044,theory of music time .,theory of music time,1,2
1045,theory of music visualization proposed,theory of music visualization proposed,1,1
1046,theory of mystical development .,theory of mystical development,1,2
1047,theory of mystical states (,theory of mystical states,1,2
1048,theory of mysticism,theory of mysticism,1,3
1049,theory of NA NA NA,theory of .,1,34
1050,theory of narrative,theory of narrative,1,25
1051,theory of narrative ' .,theory of narrative,1,25
1052,theory of narrative categorisation non-binary,theory of narrative categorisation non-binary,1,1
1053,theory of narrative developed,theory of narrative developed,1,3
1054,theory of narrative developed consequence,theory of narrative developed consequence,1,1
1055,theory of narrative focalization,theory of narrative focalization,1,2
1056,theory of narrative influential NA,theory ofrrative influential,1,1
1057,theory of narrative must addressed,theory of narrative must addressed,1,1
1058,theory of narrative put forth,theory of narrative put forth,1,1
1059,theory of narrative seems restatable,theory of narrative seems restatable,1,1
1060,theory of narrative structure .,theory of narrative structure,1,5
1061,theory of narrative structure proposed,theory of narrative structure proposed,1,1
1062,theory of narrative structures .,theory of narrative structure,1,5
1063,theory of nation today NA,theory oftion today,1,1
1064,theory of natural language (,theory of natural language,1,5
1065,theory of natural language comprehension,theory of natural language comprehension,1,1
1066,theory of natural language meaning,theory of natural language meaning,1,1
1067,theory of natural language understanding,theory of natural language understanding,1,1
1068,theory of natural numbers presents,theory of natural numbers presents,1,1
1069,theory of nature meanings of,theory of nature meanings,1,2
1070,theory of new foundation geometry,theory of new foundation geometry,1,1
1071,theory of no-growth,theory of no-growth,1,3
1072,theory of nomad war machine,theory of nomad war machine,1,1
1073,theory of nostalgia . [,theory of nostalgia,1,3
1074,theory of novel . NA,theory of novel,1,9
1075,"theory of novel \"" NA",theory of novel,1,9
1076,theory of novel ( tannen,theory of novel ( tannen,1,1
1077,theory of novel provide us,theory of novel provide us,1,1
1078,theory of number of varied,theory of number of varied,1,1
1079,theory of numbers,theory of numbers,1,4
1080,theory of numbers computability .,theory of numbers computability,1,2
1081,theory of old english phonology,theory of old english phonology,1,1
1082,theory of old english verse,theory of old english verse,1,1
1083,theory of omissions can NA,theory of omissions can,1,2
1084,theory of one text .,theory of one text,1,2
1085,theory of optics . yet,theory of optics . yet,1,1
1086,theory of optics hold NA,theory of optics hold,1,2
1087,theory of optics holds,theory of optics holds,1,2
1088,theory of optics radiation .,theory of optics radiation,1,2
1089,theory of oral composition one,theory of oral composition one,1,1
1090,theory of oral composition transmission,theory of oral composition transmission,1,1
1091,theory of oral formulaic composition,theory of oral-formulaic composition,1,6
1092,theory of oral formulaic heritage,theory of oral formulaic heritage,1,1
1093,theory of oral grammar chief,theory of oral grammar chief,1,1
1094,theory of oral-formulaic composition,theory of oral-formulaic composition,1,6
1095,theory of oral-formulaic composition ',theory of oral-formulaic composition,1,6
1096,theory of oral-formulaic composition recent,theory of oral-formulaic composition recent,1,1
1097,theory of ordering . one-step,theory of ordering . one-step,1,1
1098,theory of ordering given chapter,theory of ordering given chapter,1,1
1099,theory of ordering narrow NA,theory of orderingrrow,1,1
1100,theory of origin holds works,theory of origin holds works,1,1
1101,theory of origin of book,theory of origin of book,1,1
1102,theory of owens two models,theory of owens two models,1,1
1103,theory of parthood,theory of parthood,1,3
1104,theory of particular language,theory of particular language,1,2
1105,theory of particularly ' literary,theory of particularly ' literary,1,1
1106,theory of passion yves beauvill6,theory of passion yves beauvill6,1,1
1107,theory of passions often treated,theory of passions often treated,1,1
1108,theory of pauline authorship ',theory of pauline authorship,1,2
1109,theory of perceive know NA,theory of perceive know,1,2
1110,theory of perception,theory of perception,1,10
1111,theory of perception . (,theory of perception,1,10
1112,theory of perception . picking-up,theory of perception . picking-up,1,1
1113,theory of perception hansen considers,theory of perception hansen considers,1,1
1114,theory of perception identifies affordances,theory of perception identifies affordances,1,1
1115,theory of performalme,theory of performance,1,10
1116,theory of performance,theory of performance,1,10
1117,theory of performance serves purpose,theory of performance serves purpose,1,1
1118,theory of performance special reference,theory of performance special reference,1,1
1119,theory of performance thus closer,theory of performance thus closer,1,1
1120,theory of performance thus reinforced,theory of performance thus reinforced,1,1
1121,theory of performative materiality potential,theory of performative materiality potential,1,1
1122,theory of phonetic development .,theory of phonetic development,1,2
1123,theory of phonology dictates every,theory of phonology dictates every,1,1
1124,theory of photography sees photographic,theory of photography sees photographic,1,1
1125,theory of phrase structure grammars,theory of phrase structure grammars,1,1
1126,theory of pictures principal investigator,theory of pictures principal investigator,1,1
1127,theory of plot structure describe,theory of plot structure describe,1,1
1128,theory of poetic devices (,theory of poetic devices,1,2
1129,theory of poetic expression,theory of poetic expression,1,2
1130,theory of poetic frenzy,theory of poetic frenzy,1,2
1131,theory of poetic meter wherein,theory of poetic meter wherein,1,1
1132,theory of poetics one might,theory of poetics one might,1,1
1133,theory of poetry adapted rationalize,theory of poetry adapted rationalize,1,1
1134,theory of poetry organized pause,theory of poetry organized pause,1,1
1135,theory of political websites .,theory of political websites,1,2
1136,theory of popular religion -,theory of popular religion,1,2
1137,theory of posthuman,theory of posthuman,1,3
1138,theory of practice . NA,theory of practice,1,3
1139,theory of pragmatism . carneades,theory of pragmatism . carneades,1,1
1140,theory of predication . reasoning,theory of predication . reasoning,1,1
1141,theory of present ',theory of present,1,3
1142,theory of presidential agency [,theory of presidential agency,1,2
1143,theory of primitives of word-processing,theory of primitives of word-processing,1,1
1144,theory of probability,theory of probability,1,8
1145,theory of probability ( 70,theory of probability ( 70,1,1
1146,theory of probability metrics,theory of probability metrics,1,4
1147,theory of probability metrics (,theory of probability metrics,1,4
1148,theory of probability proposed pierre,theory of probability proposed pierre,1,1
1149,theory of procedural rhetoric (,theory of procedural rhetoric,1,2
1150,theory of produced difference NA,theory of produced difference,1,2
1151,theory of propositions,theory of propositions,1,3
1152,theory of prosody . corpus,theory of prosody . corpus,1,1
1153,"theory of prosody ( \""",theory of prosody,1,5
1154,theory of psychophysical parallelism assumes,theory of psychophysical parallelism assumes,1,1
1155,theory of punctuation . NA,theory of punctuation,1,5
1156,theory of punctuation born,theory of punctuation born,1,2
1157,theory of punctuation classifies NA,theory of punctuation classifies,1,2
1158,theory of questions answers,theory of questions answers,1,2
1159,theory of quests ( quest,theory of quests ( quest,1,1
1160,theory of quests can take,theory of quests can take,1,1
1161,theory of random selection .,theory of random selection,1,2
1162,theory of reader-response terms of,theory of reader-response terms,1,2
1163,theory of reading . today,theory of reading . today,1,1
1164,theory of reading comprehension comparable,theory of reading comprehension comparable,1,1
1165,theory of reasons,theory of reasons,1,3
1166,theory of recursive functions (,theory of recursive functions,1,2
1167,theory of reference,theory of reference,1,3
1168,theory of register variation,theory of register variation,1,2
1169,theory of regular,theory of regular,1,3
1170,theory of relation language NA,theory of relation language,1,2
1171,theory of relational model,theory of relational model,1,2
1172,theory of relational notions clarified,theory of relational notions clarified,1,1
1173,theory of relations of relations,theory of relations,1,3
1174,theory of relatively straightforward NA,theory of relatively straightforward,1,2
1175,theory of relativity,theory of relativity,1,7
