query_string,category,levsim,pageid,timestamp,snippet,wordcount
theory of probability,Probability theory,0.142857142857143,693985,2016-12-15T07:10:08Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Probability</span> <span class=""searchmatch"">theory</span>.",0
theory of tonal music,Twelve-tone technique,0.142857142857143,1169863,2021-11-20T21:27:33Z,NA,0
theory of tonal music,Atonal compositions,0.142857142857143,37784434,2013-11-05T11:56:51Z,NA,0
theories of music,Irish music theorists,0.142857142857143,32723466,2011-08-12T14:06:12Z,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",48
"theory of evolution ,",Neutral theory,0.142857142857143,68646467,2021-09-04T22:49:56Z,NA,0
theory of composition,Serialism,0.142857142857143,7007641,2014-01-03T08:05:28Z,NA,0
theory of translation,Lattice points,0.142857142857143,7501410,2013-03-29T01:11:47Z,"category concerns lattices, sets <span class=""searchmatch"">of</span> regularly placed points in a Euclidean space; equivalently discrete subgroups <span class=""searchmatch"">of</span> <span class=""searchmatch"">translation</span> groups or finitely generated",42
theory of narrative ',Romance (genre),0.142857142857143,28355653,2019-05-17T11:41:48Z,"or chivalric romance is a style <span class=""searchmatch"">of</span> heroic prose and verse <span class=""searchmatch"">narrative</span> that was popular in the aristocratic circles <span class=""searchmatch"">of</span> High Medieval and Early Modern Europe",27
theory of narrative ',Psychotherapy,0.142857142857143,964972,2021-11-28T22:17:17Z,"Psychotherapy is a set <span class=""searchmatch"">of</span> techniques believed to cure or to help solve behavioral and other psychological problems in humans. The common part <span class=""searchmatch"">of</span> these techniques",40
theory of history,"Disambig-Class military science, technology, and theory articles",0.140625,48897496,2019-04-19T20:07:19Z,"category contains articles supported by the Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been rated as &quot;Disambig-Class&quot;. Articles are automatically",57
theory of word,Articles with missing ISO 4 abbreviation redirects,0.14,55066573,2018-05-16T13:50:34Z,"abbreviations (e.g. Theoretical → Theor. but Theory remains <span class=""searchmatch"">Theory</span>.) The abbreviation for single <span class=""searchmatch"">word</span> titles (barring preposition/articles) is the title itself",439
theory of optics,Scientific & Academic Publishing academic journals,0.14,58822931,2020-10-05T00:01:04Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 19",117
theory of syntax (,Articles with missing ISO 4 abbreviation redirects,0.14,55066573,2018-05-16T13:50:34Z,"instead <span class=""searchmatch"">of</span> the correct J. Biol. for Journal <span class=""searchmatch"">of</span> Biology). Similar words may also have different ISO abbreviations (e.g. Theoretical → Theor. but <span class=""searchmatch"">Theory</span> remains",439
theory of digital,International Digital Organization for Scientific Information academic journals,0.139240506329114,60717401,2021-01-19T00:45:13Z,"This is a category which contains journals published by the International <span class=""searchmatch"">Digital</span> Organization for Scientific Information (or IDOSI). IDOSI was listed on",163
theory of oral,International Digital Organization for Scientific Information academic journals,0.139240506329114,60717401,2021-01-19T00:45:13Z,"Languages. Department <span class=""searchmatch"">of</span> Indo-Pacific Languages and Literatures, College <span class=""searchmatch"">of</span> Languages, Literatures, and Linguistic at the University <span class=""searchmatch"">of</span> Hawaii at Mānoa. Retrieved",163
theory of knowledge .,"International Institute for Science, Technology and Education academic journals",0.139240506329114,59006967,2021-06-20T18:17:22Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",81
theories of knowledge,WikiProject Game theory participants,0.138888888888889,19079865,2021-08-01T19:06:59Z,"game <span class=""searchmatch"">theory</span>. Furman Smith, Assoc Prof <span class=""searchmatch"">of</span> Math Auburn University Montgomery with an interest in, but little <span class=""searchmatch"">knowledge</span> <span class=""searchmatch"">of</span>, various types <span class=""searchmatch"">of</span> game <span class=""searchmatch"">theory</span> --",1415
theory of knowledge .,WikiProject Game theory participants,0.138888888888889,19079865,2021-08-01T19:06:59Z,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",1415
theory of meaning,Functionalism (social theory),0.137931034482759,36599442,2019-10-24T21:17:28Z,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",21
"theory of meaning ,",Functionalism (social theory),0.137931034482759,36599442,2019-10-24T21:17:28Z,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",21
theory of grammar,Generative linguistics,0.136363636363636,3377325,2021-02-03T09:16:14Z,"Generative linguistics is a school <span class=""searchmatch"">of</span> linguistics started by Noam Chomsky in the late 1950s. This category contains articles on <span class=""searchmatch"">theories</span> within this school.",24
theories of literature,Postmodern theory,0.136363636363636,704758,2021-01-08T11:16:04Z,"as an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and literary",82
theory of style,Administrative backlog,0.136363636363636,4248166,2021-11-24T11:31:27Z,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",38
theories of human,Social learning theory,0.136363636363636,16162632,2018-12-31T21:29:54Z,"observing and consequently copy others' actions, goals or produced results. If <span class=""searchmatch"">humans</span> observe positive, desired outcomes in the observed behavior, they are more",50
theories of editing,Administrative backlog,0.136363636363636,4248166,2021-11-24T11:31:27Z,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",38
theories of music,German music theorists,0.136363636363636,5878963,2021-03-27T16:12:45Z,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",48
theory of formal,Computational problems,0.136363636363636,4594748,2013-12-29T16:02:35Z,"This category lists computational problems, <span class=""searchmatch"">formal</span> problems in theoretical computer science which are studied in computational complexity <span class=""searchmatch"">theory</span>.",18
theory of social,Social learning theory,0.136363636363636,16162632,2018-12-31T21:29:54Z,"<span class=""searchmatch"">Social</span> learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",50
theories of structure,Holonomic brain theory,0.136363636363636,8848620,2015-05-09T08:20:10Z,"brain <span class=""searchmatch"">theory</span> is the employ <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span>/concepts utilizing holographic <span class=""searchmatch"">structures</span> with the vision that such may lead to a unified understanding <span class=""searchmatch"">of</span> consciousness",29
theory of diffusion,Philosophical theories,0.136363636363636,2649129,2020-12-17T21:58:05Z,"Philosophical <span class=""searchmatch"">theories</span>, views that attempt to explain or account for a particular problem in philosophy. See also Glossary <span class=""searchmatch"">of</span> philosophy and List <span class=""searchmatch"">of</span> philosophies",58
theory of translation,Administrative backlog,0.136363636363636,4248166,2021-11-24T11:31:27Z,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",38
theory of optics,Academic and Scientific Publishing academic journals,0.134615384615385,58736909,2021-06-04T20:17:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",152
theory of literary,Biblical studies organizations,0.133333333333333,57907459,2021-04-03T09:25:28Z,"academic application <span class=""searchmatch"">of</span> a set <span class=""searchmatch"">of</span> diverse disciplines to the study <span class=""searchmatch"">of</span> the Bible (the Tanakh and the New Testament). For its <span class=""searchmatch"">theory</span> and methods, the field",55
theory of textual,Biblical studies organizations,0.133333333333333,57907459,2021-04-03T09:25:28Z,"archaeology, ancient history, historical criticism, cultural anthropology, <span class=""searchmatch"">textual</span> criticism, literary criticism, historical backgrounds, mythology, and comparative",55
theory of human,Military theory,0.133333333333333,14872290,2021-07-29T17:54:23Z,"military <span class=""searchmatch"">theory</span>, the analysis <span class=""searchmatch"">of</span> normative behavior and trends in military affairs and military history, beyond simply describing events in war. <span class=""searchmatch"">Theories</span> and",53
theory of human,Creationists,0.133333333333333,1529210,2021-10-03T13:50:27Z,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> evolution. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",190
theories of knowledge,Academic Knowledge and Research Publishing academic journals,0.133333333333333,58737239,2020-10-04T23:57:00Z,"This is a category which contains journals published by Academic <span class=""searchmatch"">Knowledge</span> and Research Publishing (AKRP). AKRP was listed on Beall's list before it was",144
theory of style,Comparisons,0.133333333333333,984353,2021-03-21T14:00:22Z,"examined. The comparison can deal with any notable subjects such as abstract <span class=""searchmatch"">theories</span>, concrete objects, intangible phenomena, etc. Comparisons are useful to",84
theory of fuzzy,Predicate logic,0.133333333333333,15522913,2020-01-17T14:03:47Z,"In mathematical logic, predicate logic is the generic term for symbolic formal systems like first-order logic, second-order logic, many-sorted logic or",48
theory of games,Determinacy,0.133333333333333,2589413,2011-04-08T04:03:27Z,"mathematical field <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>, determinacy is the study <span class=""searchmatch"">of</span> what <span class=""searchmatch"">games</span> have winning strategies, and the consequences <span class=""searchmatch"">of</span> the existence <span class=""searchmatch"">of</span> such strategies",26
theory of tonal,Serialism,0.133333333333333,7007641,2014-01-03T08:05:28Z,NA,0
theories of digital,Science and technology studies,0.133333333333333,3350883,2021-08-20T01:23:54Z,"society criticism <span class=""searchmatch"">of</span> dynamics <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> transfer Engineering studies Women in engineering Financial technology Policy Academic freedom <span class=""searchmatch"">Digital</span> divide Evidence-based",5
theory of knowledge,Academic Knowledge and Research Publishing academic journals,0.133333333333333,58737239,2020-10-04T23:57:00Z,"This is a category which contains journals published by Academic <span class=""searchmatch"">Knowledge</span> and Research Publishing (AKRP). AKRP was listed on Beall's list before it was",144
theory of verse,Romance (genre),0.133333333333333,28355653,2019-05-17T11:41:48Z,"or chivalric romance is a style <span class=""searchmatch"">of</span> heroic prose and <span class=""searchmatch"">verse</span> narrative that was popular in the aristocratic circles <span class=""searchmatch"">of</span> High Medieval and Early Modern Europe",27
theory of making of technology,Transhumanism,0.133333333333333,840164,2020-10-03T00:46:38Z,"to transform the human condition by developing and <span class=""searchmatch"">making</span> widely available sophisticated <span class=""searchmatch"">technologies</span> to greatly enhance human intellectual, physical, and",93
theories of writing,Early modern Netherlandish cartography,0.131578947368421,64095581,2021-10-05T00:41:18Z,"(hypothesis/<span class=""searchmatch"">theory</span>) Method <span class=""searchmatch"">of</span> determining longitude at sea by means <span class=""searchmatch"">of</span> timekeepers/chronometers Optical telescope (invention and history <span class=""searchmatch"">of</span> the telescope)",16
"theories of writing ,",Early modern Netherlandish cartography,0.131578947368421,64095581,2021-10-05T00:41:18Z,"(hypothesis/<span class=""searchmatch"">theory</span>) Method <span class=""searchmatch"">of</span> determining longitude at sea by means <span class=""searchmatch"">of</span> timekeepers/chronometers Optical telescope (invention and history <span class=""searchmatch"">of</span> the telescope)",16
theory of computational,Computational problems,0.130434782608696,4594748,2013-12-29T16:02:35Z,"This category lists <span class=""searchmatch"">computational</span> problems, formal problems in theoretical computer science which are studied in <span class=""searchmatch"">computational</span> complexity <span class=""searchmatch"">theory</span>.",18
"theory of evolution ,",Pastafarian Wikipedians,0.130434782608696,18105867,2020-07-27T10:41:52Z,"This category consists <span class=""searchmatch"">of</span> Wikipedians who believe in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> the Flying Spaghetti Monster, and who believe that if intelligent design is taught",101
theory of translation,Wikipedia edit requests,0.130434782608696,46624603,2021-03-02T21:19:46Z,"resolution noticeboard Biographies <span class=""searchmatch"">of</span> living persons Conflict <span class=""searchmatch"">of</span> interest External links Fringe <span class=""searchmatch"">theories</span> Neutral point <span class=""searchmatch"">of</span> view No original research Reliable",30
theory of knowledge,"International Institute for Science, Technology and Education academic journals",0.126582278481013,59006967,2021-06-20T18:17:22Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",81
theories of text,Literary theory,0.125,3101549,2021-07-01T22:43:52Z,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theory</span>.",0
theory of evolution,Esoteric anthropogenesis,0.125,4111953,2020-07-19T22:19:08Z,"geological <span class=""searchmatch"">evolution</span> through Global tectonics (surge tectonics – wrench tectonics – expansion tectonics, ...) , instead <span class=""searchmatch"">of</span> the mainstream-science <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> Plate",98
theory of tonal,Octatonic scales,0.125,41716237,2020-01-08T07:18:51Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of tonal,Hexatonic scales,0.125,36094449,2020-01-08T06:12:20Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of tonal,Decatonic scales,0.125,62776995,2020-01-08T07:40:08Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of graphs,Graph theory,0.125,691898,2021-08-26T18:06:47Z,"Mathematics portal <span class=""searchmatch"">Graph</span> <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical <span class=""searchmatch"">graphs</span>. See glossary <span class=""searchmatch"">of</span> <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> for common terms",146
theory of graphs,Model theory,0.125,693979,2020-04-22T19:22:34Z,"mathematics, model <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> (classes <span class=""searchmatch"">of</span>) mathematical structures such as groups, fields, <span class=""searchmatch"">graphs</span> or even models <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> using tools from",71
theories of computer,Computer security models,0.125,4750783,2019-10-25T10:10:12Z,"This category contains articles describing <span class=""searchmatch"">computer</span> security models that are or have been used in practical systems or proposed in <span class=""searchmatch"">theory</span>.",21
theory of forms,Moonshine theory,0.125,23087663,2005-03-06T22:13:17Z,"Moonshine <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that deals with the connections between finite simple groups and modular functions etc.",20
theory of making,Ethics,0.125,691802,2021-04-22T16:20:44Z,"a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> ethics <span class=""searchmatch"">making</span> no special claim to divine status. The category also includes articles on non-ethics topics or fictional works or part <span class=""searchmatch"">of</span> works",132
theory of making,Lexicographers,0.125,752496,2021-09-26T08:08:26Z,"Lexicographers, people who specialise in the <span class=""searchmatch"">theory</span> and practice <span class=""searchmatch"">of</span> dictionary <span class=""searchmatch"">making</span>, Lexicography.",13
theory of models,Model theory,0.125,693979,2020-04-22T19:22:34Z,"mathematics, <span class=""searchmatch"">model</span> <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> (classes <span class=""searchmatch"">of</span>) mathematical structures such as groups, fields, graphs or even <span class=""searchmatch"">models</span> <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> using tools",71
theory of models,Game theory,0.125,774008,2020-07-27T20:12:23Z,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses <span class=""searchmatch"">models</span> to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",66
theory of social,Game theory,0.125,774008,2020-07-27T20:12:23Z,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",66
theory of social,Prospect theory,0.125,35586938,2018-04-02T21:23:16Z,"Classification: <span class=""searchmatch"">Social</span> psychology: Behavioral economics: Prospect <span class=""searchmatch"">theory</span>",7
"theory of evolution ,",Esoteric anthropogenesis,0.125,4111953,2020-07-19T22:19:08Z,"geological <span class=""searchmatch"">evolution</span> through Global tectonics (surge tectonics – wrench tectonics – expansion tectonics, ...) , instead <span class=""searchmatch"">of</span> the mainstream-science <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> Plate",98
"theory of evolution ,",Evolutionist Wikipedians,0.125,23309527,2020-04-04T20:10:09Z,"This user is interested in and studies the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span>.",27
theories of late,Marxism,0.125,888485,2021-08-02T01:59:21Z,"development and a dialectical view <span class=""searchmatch"">of</span> social transformation. It originates from the mid-to-<span class=""searchmatch"">late</span>-19th-century works <span class=""searchmatch"">of</span> German philosophers Karl Marx and",75
theories of late,Istvaeones,0.125,57818070,2021-02-23T21:41:16Z,"language according to modern definitions, the <span class=""searchmatch"">theory</span> proposes that their language indirectly influenced <span class=""searchmatch"">later</span> Germanic languages in the area as a substrate",134
theory of interpretation,Archaeological theory,0.125,1863738,2019-02-01T19:11:06Z,"Archaeological <span class=""searchmatch"">theory</span> covers the debates over the practice <span class=""searchmatch"">of</span> archaeology and the <span class=""searchmatch"">interpretation</span> <span class=""searchmatch"">of</span> archaeological results. There is no single <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> archaeology",83
theory of interpretation,Quantum measurement,0.125,1880115,2021-11-27T20:58:31Z,"paradoxes <span class=""searchmatch"">of</span> quantum measurement and wave function collapse, and, more generally, with the <span class=""searchmatch"">interpretation</span> <span class=""searchmatch"">of</span> quantum mechanics. Also, types <span class=""searchmatch"">of</span> quantum measurements",32
theory of single,Spacetime,0.125,10973513,2021-11-20T01:20:40Z,"space and time into a <span class=""searchmatch"">single</span> continuum. By doing so, physicists have significantly simplified a large number <span class=""searchmatch"">of</span> physical <span class=""searchmatch"">theories</span>, as well as described",50
theory of single,Unsolved deaths,0.125,40259972,2020-11-23T21:40:23Z,"rendered, but where it has been questioned or disputed, and/or alternative <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> the death propounded, either by reliable sources themselves or indirectly",127
theory of single,Monism,0.125,2594730,2021-06-15T03:57:52Z,"Monism is the philosophical view that a variety <span class=""searchmatch"">of</span> existing things can be explained in terms <span class=""searchmatch"">of</span> a <span class=""searchmatch"">single</span> reality or substance. The wide definition states",75
theory of speech,McCarthyism,0.125,7308557,2021-11-05T01:40:38Z,"blacklists, the activities <span class=""searchmatch"">of</span> the House Un-American Activities Committee, and more. It developed a larger following after a <span class=""searchmatch"">speech</span> by McCarthy in February",109
theory of textuality,French biblical scholars,0.125,30605592,2019-11-08T13:01:31Z,"French scholars in the field <span class=""searchmatch"">of</span> biblical studies. For its <span class=""searchmatch"">theory</span> and methods, the field draws on disciplines ranging from archaeology, ancient history",41
theories of communication,Communication theorists,0.12,22048965,2020-05-22T05:49:50Z,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",15
theories of communication,Mass media scholars,0.12,22597433,2021-05-22T21:46:39Z,"researchers, scholars, or academics whose works have made notable contributions towards one or more fields (criticism, history, <span class=""searchmatch"">theory</span>, etc.) in media studies.",29
theory of formal,Logic in computer science,0.12,1010631,2020-08-29T18:12:52Z,"example: Type <span class=""searchmatch"">theory</span> (used in type systems), <span class=""searchmatch"">Formal</span> semantics <span class=""searchmatch"">of</span> programming languages, Hoare logic, and Logic programming; Applications <span class=""searchmatch"">of</span> fundamental",148
theory of syntax,Articles with missing ISO 4 abbreviation redirects,0.12,55066573,2018-05-16T13:50:34Z,"instead <span class=""searchmatch"">of</span> the correct J. Biol. for Journal <span class=""searchmatch"">of</span> Biology). Similar words may also have different ISO abbreviations (e.g. Theoretical → Theor. but <span class=""searchmatch"">Theory</span> remains",439
theory of meaning,Logic,0.117647058823529,693678,2021-12-01T02:37:30Z,"has a variety <span class=""searchmatch"">of</span> <span class=""searchmatch"">meanings</span> including word, thought, idea, argument, account, reason or principle) is the study <span class=""searchmatch"">of</span> reasoning, or the study <span class=""searchmatch"">of</span> the principles",51
theory of meaning,Deconstruction,0.117647058823529,733405,2016-08-28T05:01:21Z,"the relationship between text and <span class=""searchmatch"">meaning</span>. Jacques Derrida's 1967 work <span class=""searchmatch"">Of</span> Grammatology introduced the majority <span class=""searchmatch"">of</span> ideas influential within deconstruction",27
theory of style,Wikipedia backlog,0.117647058823529,1982505,2021-10-02T16:15:49Z,"A backlog is a list <span class=""searchmatch"">of</span> things that need to be done, but have not been done for some time. Backlogs which require the attention <span class=""searchmatch"">of</span> administrators may be",99
theories of human,Military theory,0.117647058823529,14872290,2021-07-29T17:54:23Z,"military <span class=""searchmatch"">theory</span>, the analysis <span class=""searchmatch"">of</span> normative behavior and trends in military affairs and military history, beyond simply describing events in war. <span class=""searchmatch"">Theories</span> and",53
theory of natural,Pseudoscience,0.117647058823529,828361,2021-10-03T18:51:10Z,"Pseudoscience is a broad group <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> or assertions about the <span class=""searchmatch"">natural</span> world that claim or appear to be scientific, but that are not accepted as scientific",182
theory of natural,Transhumanism,0.117647058823529,840164,2020-10-03T00:46:38Z,"to transform themselves into different beings with abilities so greatly expanded from the <span class=""searchmatch"">natural</span> condition as to merit the label <span class=""searchmatch"">of</span> posthuman beings.",93
theories of music,Music theory,0.117647058823529,736492,2020-02-26T02:02:42Z,"<span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing <span class=""searchmatch"">music</span> and the elements <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>. Narrowly it may be defined as the description",66
theories of music,Music theorists,0.117647058823529,1118554,2020-11-13T16:02:46Z,"active centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",46
theory of novel,Social philosophy,0.117647058823529,771308,2021-09-11T21:52:22Z,"questions, and to the development <span class=""searchmatch"">of</span> <span class=""searchmatch"">novel</span> theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender",100
theory of social,Social philosophy,0.117647058823529,771308,2021-09-11T21:52:22Z,"questions, and to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from <span class=""searchmatch"">social</span> ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender",100
theory of writing,Symbolism (arts),0.117647058823529,3602693,2021-08-15T08:57:09Z,"Art and <span class=""searchmatch"">writing</span> <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",12
"theory of games ,",Game theory,0.117647058823529,774008,2020-07-27T20:12:23Z,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;<span class=""searchmatch"">games</span>&quot;). It has applications in a",66
"theory of games ,",Game design,0.117647058823529,6349444,2019-03-14T13:14:17Z,"practical art <span class=""searchmatch"">of</span> designing new <span class=""searchmatch"">games</span> that are practical, enjoyable and, if commercially produced, profitable. For articles treating <span class=""searchmatch"">games</span> from a mathematical",38
"theory of games ,",Determinacy,0.117647058823529,2589413,2011-04-08T04:03:27Z,"mathematical field <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>, determinacy is the study <span class=""searchmatch"">of</span> what <span class=""searchmatch"">games</span> have winning strategies, and the consequences <span class=""searchmatch"">of</span> the existence <span class=""searchmatch"">of</span> such strategies",26
theory of texts,Academic and Scientific Publishing academic journals,0.115384615384615,58736909,2021-06-04T20:17:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",152
theory of transformational,Marxism,0.115384615384615,888485,2021-08-02T01:59:21Z,"development and a dialectical view <span class=""searchmatch"">of</span> social <span class=""searchmatch"">transformation</span>. It originates from the mid-to-late-19th-century works <span class=""searchmatch"">of</span> German philosophers Karl Marx and",75
theory of natural language,Grammar frameworks,0.115384615384615,1761683,2017-02-23T20:36:00Z,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> grammar are used to describe <span class=""searchmatch"">natural</span> (human) <span class=""searchmatch"">languages</span>.",11
theory of formal languages,Logic in computer science,0.115384615384615,1010631,2020-08-29T18:12:52Z,"example: Type <span class=""searchmatch"">theory</span> (used in type systems), <span class=""searchmatch"">Formal</span> semantics <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">languages</span>, Hoare logic, and Logic programming; Applications <span class=""searchmatch"">of</span> fundamental",148
theory of formal languages,Substitution (logic),0.115384615384615,39027045,2016-04-08T17:30:10Z,NA,0
theory of human,Popular psychology,0.111111111111111,1056200,2020-12-04T06:30:43Z,"The term popular psychology refers to concepts and <span class=""searchmatch"">theories</span> about <span class=""searchmatch"">human</span> mental life and behaviour that are purportedly based on psychology and that attain",58
theory of human,Applied psychology,0.111111111111111,1061365,2019-10-19T10:12:40Z,"Applied psychology is the use <span class=""searchmatch"">of</span> psychological principles and <span class=""searchmatch"">theories</span> to overcome problems in other areas, such as mental health, business management",63
theory of ordering,Lattice points,0.111111111111111,7501410,2013-03-29T01:11:47Z,"generated free abelian groups. For topics concerning partially ordered sets with join and meet operations, see Lattice (<span class=""searchmatch"">order</span>) or Category:Lattice <span class=""searchmatch"">theory</span>.",42
theory of ordering,Practical theology,0.111111111111111,22334576,2014-08-26T02:26:37Z,"religious practices in <span class=""searchmatch"">order</span> to understand the theology that is enacted in those practices and in <span class=""searchmatch"">order</span> to consider how theological <span class=""searchmatch"">theory</span> and theological practices",44
theory of ordering,Lattice theory,0.111111111111111,799928,2021-02-08T12:18:44Z,"Wikimedia Commons has media related to Lattice <span class=""searchmatch"">theory</span>.",0
theory of natural,Grammar frameworks,0.111111111111111,1761683,2017-02-23T20:36:00Z,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> grammar are used to describe <span class=""searchmatch"">natural</span> (human) languages.",11
theories of music,Music theory stubs,0.111111111111111,1802185,2020-02-29T23:05:31Z,"category for topics in <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>. Following the scope <span class=""searchmatch"">of</span> Wikipedia:WikiProject <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>, this category &quot;covers Western <span class=""searchmatch"">music</span> only and does not cover",65
