,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
5,14.0,Category:Research and Knowledge Publication academic journals,58737189.0,1026.0,144.0,"Beall's list before the list was taken down in 2017 and is considered to <span class=""searchmatch"">engage</span> in predatory publishing practices. No article currently exist on RKP, as",2020-10-05T00:00:20Z,theories of literature engages
6,14.0,Category:American Research Publications academic journals,58737122.0,1022.0,143.0,"Beall's list before the list was taken down in 2017 and is considered to <span class=""searchmatch"">engage</span> in predatory publishing practices. No article currently exist on ARP, as",2020-10-04T23:57:19Z,theories of literature engages
7,14.0,Category:European Union Research Publishing academic journals,58737349.0,1023.0,143.0,"listed on Beall's list before it was taken down in 2017 and is considered to <span class=""searchmatch"">engage</span> in predatory publishing practices. No article currently exist on EURP, as",2020-10-04T23:58:21Z,theories of literature engages
8,14.0,Category:Academic Knowledge and Research Publishing academic journals,58737239.0,1031.0,144.0,"listed on Beall's list before it was taken down in 2017 and is considered to <span class=""searchmatch"">engage</span> in predatory publishing practices. No article currently exist on AKRP, as",2020-10-04T23:57:00Z,theories of literature engages
9,14.0,Category:North American Research Publishing academic journals,58737400.0,1029.0,144.0,"Beall's list before the list was taken down in 2017 and is considered to <span class=""searchmatch"">engage</span> in predatory publishing practices. No article currently exist on NARP, as",2020-10-04T23:59:40Z,theories of literature engages
0,14.0,Category:Peak oil,1731979.0,628.0,47.0,"The Hubbert peak <span class=""searchmatch"">theory</span>, also known as peak oil, is an influential <span class=""searchmatch"">theory</span> concerning the <span class=""searchmatch"">long</span>-<span class=""searchmatch"">term</span> rate <span class=""searchmatch"">of</span> production and depletion <span class=""searchmatch"">of</span> conventional oil",2021-10-23T18:31:44Z,theories of long-term political
0,14.0,Category:Atheist Wikipedians,1998657.0,5149.0,232.0,"themselves as being atheists, and thus as not believing in the existence <span class=""searchmatch"">of</span> any deity, unlike Theist Wikipedians. To put an Atheist Userbox on your profile",2021-05-03T17:46:17Z,theories of man society
1,14.0,Category:Molotov–Ribbentrop Pact,41202141.0,511.0,0.0,"Engineers of the human soul 1936 Soviet Constitution New Soviet <span class=""searchmatch"">man</span> Stakhanovite Transformation <span class=""searchmatch"">of</span> nature Backwardness brings on beatings by others Crimes, repressions",2018-11-06T22:25:15Z,theories of man society
2,14.0,Category:Early modern Netherlandish cartography,64095581.0,817.0,16.0,"Jug (ca. 1660–62) View <span class=""searchmatch"">of</span> Delft (ca. 1660–61) A Woman Drinking with Two Men (1658) <span class=""searchmatch"">Man</span> Writing a Letter (c. 1664–66) Portrait <span class=""searchmatch"">of</span> Antonie van Leeuwenhoek",2021-10-05T00:41:18Z,theories of man society
0,14.0,"Category:Military science, technology, and theory articles needing attention to supporting materials",25703540.0,91.0,254.0,"Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been marked as needing attention to supporting <span class=""searchmatch"">materials</span> (B-Class criterion #5). Articles",2016-06-21T14:04:57Z,theories of materiality n
1,14.0,Category:Statistical mechanics,958609.0,1028.0,131.0,"thermodynamic properties <span class=""searchmatch"">of</span> bulk <span class=""searchmatch"">materials</span> from the spectroscopic data <span class=""searchmatch"">of</span> individual molecules. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y",2020-12-20T19:38:49Z,theories of materiality n
2,14.0,Category:North American Research Publishing academic journals,58737400.0,1029.0,144.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-04T23:59:40Z,theories of materiality n
3,14.0,Category:Atheist Wikipedians,1998657.0,5149.0,232.0,"<span class=""searchmatch"">of</span> any deity, unlike Theist Wikipedians. To put an Atheist Userbox on your profile just copy &amp; paste. Contents: Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O",2021-05-03T17:46:17Z,theories of materiality n
4,14.0,Category:Scientific & Academic Publishing academic journals,58822931.0,923.0,117.0,"2018. &quot;Scientific and Academic publishing&quot;. Neurobonkers.com. Retrieved 19 October 2018. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-05T00:01:04Z,theories of materiality n
5,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-05T00:00:45Z,theories of materiality n
6,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2021-06-04T20:17:50Z,theories of materiality n
7,14.0,Category:American Research Publications academic journals,58737122.0,1022.0,143.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-04T23:57:19Z,theories of materiality n
8,14.0,Category:Canadian Research Publication academic journals,58659464.0,1015.0,142.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-04T23:57:50Z,theories of materiality n
9,14.0,Category:Eurasian Research Publishing academic journals,58737295.0,1014.0,142.0,"Opinion. 34 (1): 157–162. doi:10.1080/03007995.2017.1358160. PMID 28722493. S2CID 205542365. Top 0–9 A B C D E F G H I J K L M <span class=""searchmatch"">N</span> O P Q R S T U V W X Y Z",2020-10-04T23:58:07Z,theories of materiality n
0,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"<span class=""searchmatch"">Philosophy</span> <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> <span class=""searchmatch"">philosophy</span> that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theories of meaning philosophy
1,14.0,Category:Logic,693678.0,577.0,51.0,"<span class=""searchmatch"">Philosophy</span> portal Mathematics portal Logic (from the Greek &quot;logos&quot;, which has a variety <span class=""searchmatch"">of</span> <span class=""searchmatch"">meanings</span> including word, thought, idea, argument, account,",2021-12-01T02:37:30Z,theories of meaning philosophy
2,14.0,Category:Mathematical logic,693685.0,993.0,143.0,"has several <span class=""searchmatch"">meanings</span> in common usage. It originally referred to symbolic or formal logic, and then came to be associated with the study <span class=""searchmatch"">of</span> the logical",2020-04-22T19:22:12Z,theories of meaning philosophy
3,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">meaning</span> Contrastivism Conventionalism Cratylism Deconstruction",2017-11-16T16:13:15Z,theories of meaning philosophy
4,14.0,Category:Deconstruction,733405.0,624.0,27.0,"the relationship between text and <span class=""searchmatch"">meaning</span>. Jacques Derrida's 1967 work <span class=""searchmatch"">Of</span> Grammatology introduced the majority <span class=""searchmatch"">of</span> ideas influential within deconstruction",2016-08-28T05:01:21Z,theories of meaning philosophy
0,14.0,Category:Deconstruction,733405.0,624.0,27.0,"concerned with the <span class=""searchmatch"">relationship</span> between text and <span class=""searchmatch"">meaning</span>. Jacques Derrida's 1967 work <span class=""searchmatch"">Of</span> Grammatology introduced the majority <span class=""searchmatch"">of</span> ideas influential within",2016-08-28T05:01:21Z,theories of meaning relationships
0,14.0,Category:Mathematical logic,693685.0,993.0,143.0,"has several <span class=""searchmatch"">meanings</span> in common usage. It originally referred to symbolic or formal logic, and then came to be associated with the <span class=""searchmatch"">study</span> <span class=""searchmatch"">of</span> the logical",2020-04-22T19:22:12Z,theories of meaning studies
1,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that <span class=""searchmatch"">studies</span> language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theories of meaning studies
2,14.0,Category:Logic,693678.0,577.0,51.0,"has a variety <span class=""searchmatch"">of</span> <span class=""searchmatch"">meanings</span> including word, thought, idea, argument, account, reason or principle) is the <span class=""searchmatch"">study</span> <span class=""searchmatch"">of</span> reasoning, or the <span class=""searchmatch"">study</span> <span class=""searchmatch"">of</span> the principles",2021-12-01T02:37:30Z,theories of meaning studies
0,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"notability guidelines, but this could <span class=""searchmatch"">change</span> in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers",2021-06-20T18:17:22Z,theories of media change
1,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"notability guidelines, but this could <span class=""searchmatch"">change</span> in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers",2020-10-05T00:00:45Z,theories of media change
2,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"notability guidelines, but this could <span class=""searchmatch"">change</span> in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers",2021-06-04T20:17:50Z,theories of media change
3,14.0,Category:Wikipedia edit requests,46624603.0,500.0,30.0,"Wikipedia:Edit requests for further information. See also: Special:Pending<span class=""searchmatch"">Changes</span> lists pages with edit requests related to reviewing pending <span class=""searchmatch"">changes</span>.",2021-03-02T21:19:46Z,theories of media change
4,14.0,Category:Administrative backlog,4248166.0,530.0,38.0,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",2021-11-24T11:31:27Z,theories of media change
5,14.0,Category:Transhumanism,840164.0,1075.0,93.0,"potential benefits and dangers <span class=""searchmatch"">of</span> emerging technologies that could overcome fundamental human limitations, as well as the ethics <span class=""searchmatch"">of</span> using such technologies.",2020-10-03T00:46:38Z,theories of media change
6,14.0,Category:Wikipedia backlog,1982505.0,832.0,99.0,"A backlog is a list <span class=""searchmatch"">of</span> things that need to be done, but have not been done for some time. Backlogs which require the attention <span class=""searchmatch"">of</span> administrators may be",2021-10-02T16:15:49Z,theories of media change
7,14.0,Category:Science and technology studies,3350883.0,288.0,5.0,"process <span class=""searchmatch"">theory</span> Reverse salient Skunkworks project Sociotechnical system Technical <span class=""searchmatch"">change</span> Technocracy Technoscience feminist Technological <span class=""searchmatch"">change</span> convergence",2021-08-20T01:23:54Z,theories of media change
8,14.0,Category:Philosophical movements,3074444.0,596.0,50.0,"appearance or increased popularity <span class=""searchmatch"">of</span> a specific school <span class=""searchmatch"">of</span> philosophy, or a fairly broad but identifiable sea-<span class=""searchmatch"">change</span> in philosophical thought on a particular",2016-12-08T08:44:31Z,theories of media change
9,14.0,Category:Wikipedian organizations,1008605.0,388.0,26.0,"organizations and voluntary associations. This category is a self-reference and so is part <span class=""searchmatch"">of</span> the Wikipedia project itself rather than the encyclopedic content.",2017-10-13T22:05:06Z,theories of media change
0,14.0,Category:Control theorists,17063851.0,192.0,34.0,"Researchers who study <span class=""searchmatch"">control</span> <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-23T15:53:00Z,theories of media control
1,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"computer science working on <span class=""searchmatch"">controlling</span> behavior <span class=""searchmatch"">of</span> multi-agent systems by using market-oriented programming and game <span class=""searchmatch"">theory</span>. ap0ught (talk) Muchris 14:13",2021-08-01T19:06:59Z,theories of media control
2,14.0,Category:Radio electronics,1474255.0,1290.0,160.0,"math, or <span class=""searchmatch"">theories</span> used to engineer receiver- and transmitter-related devices and circuits. For articles related to systems or entire pieces <span class=""searchmatch"">of</span> equipment",2021-09-03T22:26:26Z,theories of media control
3,14.0,Category:Systems scientists,12119152.0,603.0,51.0,"gives an overview <span class=""searchmatch"">of</span> scientists in the different fields <span class=""searchmatch"">of</span> systems science: Such as Chaos <span class=""searchmatch"">theory</span>, Complex systems <span class=""searchmatch"">theory</span>, <span class=""searchmatch"">Control</span> <span class=""searchmatch"">theory</span>, Cybernetics, Dynamical",2021-05-22T14:30:33Z,theories of media control
4,14.0,Category:Illuminati,40216479.0,1633.0,187.0,"Bavarian secret society, and the many representations <span class=""searchmatch"">of</span> the order in popular culture and conspiracy <span class=""searchmatch"">theories</span>. The Illuminati (1776-1785) was an Enlightenment-era",2021-03-18T18:53:39Z,theories of media control
5,14.0,Category:Anarcho-capitalists,3444220.0,632.0,64.0,"markets and the right-libertarian interpretation of self-ownership, which extends the concept to include <span class=""searchmatch"">control</span> <span class=""searchmatch"">of</span> private property as part <span class=""searchmatch"">of</span> the self.",2021-09-04T07:50:08Z,theories of media control
6,14.0,Category:Control theory,1028771.0,259.0,29.0,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to <span class=""searchmatch"">Control</span> <span class=""searchmatch"">theory</span>.",2021-10-18T02:57:35Z,theories of media control
7,14.0,Category:Imperialism,949679.0,657.0,58.0,"policy or ideology <span class=""searchmatch"">of</span> extending the rule over peoples and other countries, for extending political and economic access, power and <span class=""searchmatch"">control</span>, often through employing",2021-08-13T04:12:38Z,theories of media control
8,14.0,Category:Filter theory,1866651.0,318.0,23.0,"See also Tone <span class=""searchmatch"">control</span> circuits. For devices that function to separate items or materials from a non-homogeneous mass or context, see Category:Filters",2020-01-04T09:45:00Z,theories of media control
9,14.0,Category:Stability theory,5494183.0,342.0,19.0,"This category deals with the stability <span class=""searchmatch"">of</span> solutions to differential equations. It corresponds roughly to MSC 34Dxx Stability <span class=""searchmatch"">Theory</span>.",2013-03-15T16:46:02Z,theories of media control
0,14.0,Category:Early modern Netherlandish cartography,64095581.0,817.0,16.0,"Netherlandish (Dutch and Flemish) cartography in the early <span class=""searchmatch"">modern</span> period, especially in the 16th–18th centuries.",2021-10-05T00:41:18Z,theories of modern art
1,14.0,Category:Design,999651.0,209.0,29.0,"European Design Award German Design Award Good Design Award (Museum <span class=""searchmatch"">of</span> <span class=""searchmatch"">Modern</span> <span class=""searchmatch"">Art</span>) Good Design Award (Chicago Athenaeum) Graphex IF Product Design Award",2020-04-16T23:08:00Z,theories of modern art
2,14.0,Category:Minimalism,1033536.0,181.0,0.0,,2019-12-04T01:44:28Z,theories of modern art
3,14.0,Category:Situationist International,16420755.0,664.0,0.0,,2019-03-05T06:45:44Z,theories of modern art
0,14.0,Category:Istvaeones,57818070.0,1254.0,134.0,"living inland <span class=""searchmatch"">of</span> these groups. In <span class=""searchmatch"">linguistics</span>, the term &quot;Istvaeonic languages&quot; is also sometimes used in discussions about the grouping <span class=""searchmatch"">of</span> the northwestern",2021-02-23T21:41:16Z,theories of modern linguistics
1,14.0,Category:Scientific & Academic Publishing academic journals,58822931.0,923.0,117.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 19",2020-10-05T00:01:04Z,theories of modern linguistics
2,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of modern linguistics
3,14.0,Category:Research and Knowledge Publication academic journals,58737189.0,1026.0,144.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:20Z,theories of modern linguistics
4,14.0,Category:Asian and American Research Publishing Group academic journals,58737572.0,1036.0,145.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:04:34Z,theories of modern linguistics
0,14.0,Category:Foundational quantum physics,1884592.0,981.0,118.0,"The category <span class=""searchmatch"">of</span> foundational quantum <span class=""searchmatch"">physics</span> encompasses the set <span class=""searchmatch"">of</span> physical phenomena, experiments and <span class=""searchmatch"">theories</span> from the late 19th and early 20th century",2013-03-14T04:42:18Z,theories of modern physics
1,14.0,Category:String theory,962873.0,563.0,81.0,"String <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> theoretical <span class=""searchmatch"">physics</span> that attempts to build a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> quantum gravity using one-dimensional strings rather than zero-dimensional",2021-01-10T19:39:14Z,theories of modern physics
2,14.0,Category:Dynamical systems,877149.0,631.0,91.0,"<span class=""searchmatch"">of</span> electronic circuits and the solutions to partial differential equations that arise in biology. Much <span class=""searchmatch"">of</span> <span class=""searchmatch"">modern</span> research is focused on the study <span class=""searchmatch"">of</span> chaotic",2020-12-21T13:08:25Z,theories of modern physics
3,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / Semantic view <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,theories of modern physics
4,14.0,Category:Scientific & Academic Publishing academic journals,58822931.0,923.0,117.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 19",2020-10-05T00:01:04Z,theories of modern physics
5,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",2021-06-04T20:17:50Z,theories of modern physics
6,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of modern physics
7,14.0,Category:Research and Knowledge Publication academic journals,58737189.0,1026.0,144.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:20Z,theories of modern physics
8,14.0,Category:Asian and American Research Publishing Group academic journals,58737572.0,1036.0,145.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:04:34Z,theories of modern physics
0,14.0,Category:Psychological trauma interventions,53288610.0,654.0,19.0,"There are a number <span class=""searchmatch"">of</span> Interventions intended for clients who have experienced psychological trauma. See <span class=""searchmatch"">also</span> Category:Stress-related disorders",2021-11-28T22:13:34Z,theories of multimodality also
0,14.0,Category:Psychotherapy,964972.0,428.0,40.0,"Psychotherapy is a set <span class=""searchmatch"">of</span> techniques believed to cure or to help solve behavioral and other psychological problems in humans. The common part <span class=""searchmatch"">of</span> these techniques",2021-11-28T22:17:17Z,theories of multimodality analytical
1,14.0,Category:Psychological trauma interventions,53288610.0,654.0,19.0,"There are a number <span class=""searchmatch"">of</span> Interventions intended for clients who have experienced psychological trauma. See also Category:Stress-related disorders",2021-11-28T22:13:34Z,theories of multimodality analytical
0,14.0,Category:Theory of a Deadman albums,4909136.0,204.0,4.0,"<span class=""searchmatch"">Music</span> portal Canada portal",2019-09-26T21:50:13Z,theories of music well
1,14.0,Category:Groove Theory songs,50148318.0,118.0,2.0,"<span class=""searchmatch"">Music</span> portal",2017-12-07T03:37:27Z,theories of music well
2,14.0,Category:Color Theory albums,40831354.0,143.0,3.0,"Pop <span class=""searchmatch"">music</span> portal",2020-03-24T12:36:25Z,theories of music well
0,14.0,Category:Grammar frameworks,1761683.0,213.0,11.0,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> grammar are used to describe <span class=""searchmatch"">natural</span> (human) <span class=""searchmatch"">languages</span>.",2017-02-23T20:36:00Z,theories of  natural language
1,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of  natural language
2,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span> is the branch <span class=""searchmatch"">of</span> philosophy that studies <span class=""searchmatch"">language</span>. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, <span class=""searchmatch"">language</span> use",2020-04-25T17:59:38Z,theories of  natural language
3,14.0,Category:Good articles without topic parameter,23300371.0,1275.0,122.0,"added to the article's talk page when the reviewer passes the article. In <span class=""searchmatch"">theory</span>, the list should be empty. You can place articles in the correct good article",2020-04-05T04:22:25Z,theories of  natural language
4,14.0,Category:International Digital Organization for Scientific Information academic journals,60717401.0,1581.0,163.0,"Indo-Pacific <span class=""searchmatch"">Languages</span>. Department <span class=""searchmatch"">of</span> Indo-Pacific <span class=""searchmatch"">Languages</span> and Literatures, College <span class=""searchmatch"">of</span> <span class=""searchmatch"">Languages</span>, Literatures, and Linguistic at the University <span class=""searchmatch"">of</span> Hawaii",2021-01-19T00:45:13Z,theories of  natural language
5,14.0,Category:Philosophers of religion,2033396.0,302.0,29.0,"Irenaean theodicy <span class=""searchmatch"">Natural</span> evil Theodicy Philosophers <span class=""searchmatch"">of</span> religion (by date active) Related topics Criticism <span class=""searchmatch"">of</span> religion Desacralization <span class=""searchmatch"">of</span> knowledge Ethics",2021-05-06T00:10:46Z,theories of  natural language
6,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",2021-06-20T18:17:22Z,theories of  natural language
7,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",2021-06-04T20:17:50Z,theories of  natural language
8,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of  natural language
9,14.0,Category:Analytic philosophy,815949.0,637.0,46.0,"Analytic philosophy is a generic term for a style <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century. In the United Kingdom",2019-04-26T05:26:13Z,theories of  natural language
0,14.0,Category:Social philosophy,771308.0,749.0,100.0,"theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender equity and global justice. Top 0–9 A",2021-09-11T21:52:22Z,theories of new media
1,14.0,Category:Chemistry,691185.0,1812.0,192.0,"characteristics <span class=""searchmatch"">of</span> the complex organisms studied in biology (see physics, biology). <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> chemical bonds, resulting from the scientific philosophy <span class=""searchmatch"">of</span> chemistry",2021-09-21T21:31:26Z,theories of new media
2,14.0,Category:Maritime archaeology,6915014.0,1140.0,130.0,"relatively <span class=""searchmatch"">new</span> sub-discipline <span class=""searchmatch"">of</span> archaeology, having only developed distinct academic <span class=""searchmatch"">theories</span> and vocational practices in the latter half <span class=""searchmatch"">of</span> the twentieth",2019-11-14T21:45:35Z,theories of new media
3,14.0,Category:New Urbanism,1021073.0,1299.0,153.0,"<span class=""searchmatch"">New</span> urbanism is an urban design movement that became very popular beginning in the 1980s and is still rapidly growing in influence. The goal <span class=""searchmatch"">of</span> <span class=""searchmatch"">new</span> urbanists",2020-10-02T21:05:10Z,theories of new media
4,14.0,Category:Game design,6349444.0,414.0,38.0,"in this category are concerned with game design, the practical art <span class=""searchmatch"">of</span> designing <span class=""searchmatch"">new</span> games that are practical, enjoyable and, if commercially produced,",2019-03-14T13:14:17Z,theories of new media
5,14.0,Category:Analytic philosophy,815949.0,637.0,46.0,"Kingdom, United States, Canada, Scandinavia, Australia, and <span class=""searchmatch"">New</span> Zealand, the vast majority <span class=""searchmatch"">of</span> university philosophy departments identify themselves as &quot;analytic&quot;",2019-04-26T05:26:13Z,theories of new media
6,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",2021-06-20T18:17:22Z,theories of new media
7,14.0,Category:Anarchism,780754.0,1377.0,88.0,"movement that is sceptical <span class=""searchmatch"">of</span> authority and rejects all involuntary, coercive forms <span class=""searchmatch"">of</span> hierarchy. Anarchism calls for the abolition <span class=""searchmatch"">of</span> the state, which it holds",2021-01-16T08:30:08Z,theories of new media
8,14.0,Category:Administrative backlog,4248166.0,530.0,38.0,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",2021-11-24T11:31:27Z,theories of new media
9,14.0,Category:Wikipedia backlog,1982505.0,832.0,99.0,"A backlog is a list <span class=""searchmatch"">of</span> things that need to be done, but have not been done for some time. Backlogs which require the attention <span class=""searchmatch"">of</span> administrators may be",2021-10-02T16:15:49Z,theories of new media
0,14.0,Category:Philosophy of mind,772259.0,248.0,29.0,"Zombie more... Related topics Metaphysics Philosophy <span class=""searchmatch"">of</span> artificial intelligence / information / <span class=""searchmatch"">perception</span> / self Portal Category Philosophers category Project",2021-04-05T10:58:40Z,theories of perception representation
0,14.0,Category:Military history articles needing attention,5102687.0,525.0,32.0,"Military land vehicles Military logistics and medicine Military <span class=""searchmatch"">memorials</span> and cemeteries Military science, technology, and <span class=""searchmatch"">theory</span> National militaries War films Weaponry",2020-04-20T01:36:54Z,theories of piracy memorial
0,14.0,Category:Drama,709071.0,756.0,90.0,"<span class=""searchmatch"">of</span> fiction represented in performance: a <span class=""searchmatch"">play</span>, opera, mime, ballet, etc., performed in a theatre, or on radio or television. Considered as a genre <span class=""searchmatch"">of</span>",2020-12-21T10:38:31Z,theories of play poetry
