...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
1,14,Category:Elementary number theory,2290458,397,43,"Elementary <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> includes topics of <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> commonly taught at the primary and secondary school level, or in college courses on introductory",2019-09-14T14:14:42Z,number theory,Elementary number theory,0.5,11
2,14,Category:Algebraic number theory,696283,245,48,"Algebraic <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> is both the study of <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> by algebraic methods and the <span class=""searchmatch"">theory</span> of algebraic numbers. Top 0–9 A B C D E F G H I J K L M",2020-06-25T07:33:02Z,number theory,Algebraic number theory,0.47619047619047616,10
3,14,Category:Additive number theory,20902687,221,17,"Additive <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> is the branch of <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> that studies ways to represent numbers as sums.",2013-03-27T04:38:09Z,number theory,Additive number theory,0.44999999999999996,9
4,14,Category:Analytic number theory,694968,329,39,"Analytic <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> is the branch of <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> that uses methods from mathematical analysis. Its first major success was the application of complex",2014-12-20T16:47:23Z,number theory,Analytic number theory,0.44999999999999996,9
0,14,Category:Quantum complexity theory,24092201,189,6,"Computational <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span> with quantum computers.",2013-04-08T07:17:46Z,complexity theory,Quantum complexity theory,0.34782608695652173,8
4,14,Category:Computational complexity theory,693727,163,29,"Wikimedia Commons has media related to Computational <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>.",2020-07-27T20:12:23Z,complexity theory,Computational complexity theory,0.4642857142857143,14
5,14,Category:Structural complexity theory,20188602,87,0,NA,2020-10-31T23:42:49Z,complexity theory,Structural complexity theory,0.42307692307692313,11
7,14,Category:Theorems in computational complexity theory,36847437,201,0,NA,2015-04-03T13:51:43Z,complexity theory,Theorems in computational complexity theory,0.5833333333333333,26
0,14,Category:Value theory,54147961,170,0,"in use because it has an ambiguous title. For the <span class=""searchmatch"">theory</span> in economics, see Category:<span class=""searchmatch"">Theory</span> of <span class=""searchmatch"">value</span> (economics). For pricing as a marketing instrument",2017-05-26T11:46:35Z,value theory,Value theory,0.18181818181818177,1
1,14,Category:Graph connectivity,25113396,112,0,NA,2013-03-20T20:56:30Z,connectivity theory,Graph connectivity,0.5652173913043479,13
1,14,Category:Mass media theories,26232425,91,0,NA,2020-05-22T05:50:28Z,media theories,Mass media theories,0.2941176470588235,5
0,14,Category:Gender theories,63068457,115,4,"Social <span class=""searchmatch"">theories</span> on <span class=""searchmatch"">gender</span>.",2020-02-14T18:27:16Z,gender theory,Gender theories,0.4,4
6,14,Category:Queer theory,696637,279,2,LGBT portal,2020-06-12T18:50:57Z,gender theory,Queer theory,0.5,4
0,14,Category:Complex systems theory,10955733,250,3,"<span class=""searchmatch"">Systems</span> science portal",2019-06-02T22:36:01Z,complex-systems theory,Complex systems theory,0.33333333333333337,2
0,14,Category:Political science theories,6501353,209,7,"Articles relating to <span class=""searchmatch"">theories</span> in political <span class=""searchmatch"">science</span>.",2018-04-02T20:46:14Z,science theories,Political science theories,0.41666666666666663,10
0,14,Category:Linguistic theories and hypotheses,62327389,78,0,NA,2019-11-13T03:10:17Z,Linguistic Theories,Linguistic theories and hypotheses,0.5882352941176471,16
7,14,Category:Approximation theory,1504591,359,27,"In mathematics, approximation <span class=""searchmatch"">theory</span> is concerned with how <span class=""searchmatch"">functions</span> can be approximated with other, simpler, <span class=""searchmatch"">functions</span>, and with characterizing in a",2021-02-18T18:39:16Z,function theory,Approximation theory,0.5909090909090908,9
0,14,Category:Educational theory,50340433,38,0,"This category is located at Category:Education <span class=""searchmatch"">theory</span>. Note: This category should be empty. See the instructions for more information. Administrators:",2020-09-01T20:51:28Z,Educational Theory,Educational theory,0.3157894736842105,1
0,14,Category:Film theory,1519596,256,22,"Philosophy portal Film portal Film <span class=""searchmatch"">theory</span> seeks to develop concise, systematic concepts that apply to the study of film/cinema as <span class=""searchmatch"">art</span>.",2021-01-07T09:12:44Z,art theory,Film theory,0.5833333333333333,4
0,14,Category:Category theory,695968,340,50,"Mathematics portal <span class=""searchmatch"">Category</span> <span class=""searchmatch"">theory</span> is a mathematical <span class=""searchmatch"">theory</span> that deals in an abstract way with mathematical structures and relationships between them.",2021-02-08T12:15:49Z,category theory,Category theory,0.15384615384615385,1
1,14,Category:Categories in category theory,3151376,697,86,"Mathematics portal <span class=""searchmatch"">Category</span> <span class=""searchmatch"">theory</span> is a field of mathematics which deals in an abstract way with mathematical structures and relationships between them",2019-09-17T05:32:00Z,category theory,Categories in category theory,0.4545454545454546,14
1,14,Category:Social learning theory,16162632,483,50,"Social <span class=""searchmatch"">learning</span> <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,learning theories,Social learning theory,0.4782608695652174,10
0,14,Category:Archaeological theory,1863738,700,83,"<span class=""searchmatch"">Archaeological</span> <span class=""searchmatch"">theory</span> covers the debates over the practice of <span class=""searchmatch"">archaeology</span> and the interpretation of <span class=""searchmatch"">archaeological</span> results. There is no single <span class=""searchmatch"">theory</span>",2019-02-01T19:11:06Z,Archaeological Theory,Archaeological theory,0.2727272727272727,1
0,14,Category:Statistical theory,6539521,89,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Statistical</span> <span class=""searchmatch"">theory</span>.",2018-12-31T20:10:51Z,Statistical theory,Statistical theory,0,0
6,14,Category:Statistical laws,6534870,121,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Statistical</span> laws.",2021-04-06T23:22:18Z,Statistical theory,Statistical laws,0.5,6
8,14,Category:Statistical models,17193471,141,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Statistical</span> models.",2019-10-25T10:16:13Z,Statistical theory,Statistical models,0.5454545454545454,6
0,14,Category:Optimality Theory,69301637,96,0,NA,2021-11-18T13:39:26Z,Optimality Theory,Optimality Theory,0,0
1,14,Category:Game theory,774008,644,66,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> is a branch of mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,game theories,Game theory,0.46153846153846156,4
1,14,Category:Representation theory,888073,136,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Representation</span> <span class=""searchmatch"">theory</span>.",2021-02-08T12:17:34Z,Representation Theories,Representation theory,0.4,4
3,14,Category:Unitary representation theory,19348955,44,0,NA,2015-03-04T13:01:16Z,Representation Theories,Unitary representation theory,0.5882352941176471,13
4,14,Category:Representation theory of groups,999912,91,0,NA,2013-03-30T14:38:57Z,Representation Theories,Representation theory of groups,0.5714285714285714,11
5,14,Category:Theorems in representation theory,34602685,163,0,NA,2013-02-03T21:21:39Z,Representation Theories,Theorems in representation theory,0.5714285714285714,17
0,14,Category:Organizational theory,1030978,553,50,"Articles relating to <span class=""searchmatch"">organizational</span> <span class=""searchmatch"">theory</span>, which consists of many approaches to <span class=""searchmatch"">organizational</span> analysis. &quot;<span class=""searchmatch"">Organizations</span>&quot; are defined as social units",2020-12-31T18:12:12Z,organization theory,Organizational theory,0.36363636363636365,3
1,14,Category:American organizational theorists,46705097,171,10,"Lists of researchers studying <span class=""searchmatch"">organizational</span> <span class=""searchmatch"">theory</span> in the United States.",2018-06-27T22:10:53Z,organization theory,American organizational theorists,0.5882352941176471,15
0,14,Category:Domain theory,14821261,113,0,NA,2018-12-31T21:28:59Z,domain theory,Domain theory,0.16666666666666663,1
6,14,Category:Program transformation,30677368,83,0,NA,2014-05-08T09:46:49Z,transformation theory,Program transformation,0.5555555555555556,15
1,14,Category:Political science theories,6501353,209,7,"Articles relating to <span class=""searchmatch"">theories</span> in political <span class=""searchmatch"">science</span>.",2018-04-02T20:46:14Z,science theory,Political science theories,0.56,13
0,14,Category:Scientific theories,21991760,443,29,"<span class=""searchmatch"">Scientific</span> <span class=""searchmatch"">theories</span> are distinguished from philosophical <span class=""searchmatch"">theories</span> in that each of their theorems are statements about observable data, whereas a philosophical",2021-04-29T07:46:21Z,Scientific Theories,Scientific theories,0.30000000000000004,1
4,14,Category:Obsolete scientific theories,1889443,277,0,"Wikimedia Commons has media related to Obsolete <span class=""searchmatch"">scientific</span> <span class=""searchmatch"">theories</span>.",2021-07-23T19:35:11Z,Scientific Theories,Obsolete scientific theories,0.5666666666666667,11
0,14,Category:Process theory,30227097,96,0,NA,2016-05-21T22:08:08Z,Process Theory,Process theory,0.4,1
0,14,Category:Holonomic brain theory,8848620,246,29,"The Holonomic <span class=""searchmatch"">brain</span> <span class=""searchmatch"">theory</span> is the employ of <span class=""searchmatch"">theories</span>/concepts utilizing holographic structures with the vision that such may lead to a unified understanding",2015-05-09T08:20:10Z,brain theory,Holonomic brain theory,0.5,10
0,14,Category:Estimation theory,1587689,112,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Estimation</span> <span class=""searchmatch"">theory</span>.",2020-08-29T18:50:57Z,estimation theory,Estimation theory,0.125,1
4,14,Category:Detection and estimation theorists,66562725,204,0,NA,2021-10-05T00:40:21Z,estimation theory,Detection and estimation theorists,0.5333333333333333,18
0,14,Category:Social choice theory,5389513,323,0,"Social <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span> is included in the JEL classification codes as JEL: D71",2018-05-17T13:59:49Z,choice theory,Social choice theory,0.38888888888888884,7
1,14,Category:Public choice theory,1233922,276,0,"Wikimedia Commons has media related to Public <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span>.",2018-04-02T21:31:40Z,choice theory,Public choice theory,0.38888888888888884,7
2,14,Category:Rational choice theory,10573880,264,0,"Wikimedia Commons has media related to Rational <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span>.",2020-07-05T04:29:15Z,choice theory,Rational choice theory,0.44999999999999996,9
0,14,Category:Set theory,693646,1016,161,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any of a number of subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,Q theory,Set theory,0.4444444444444444,3
2,14,Category:Number theory,693745,682,125,"corresponds roughly to MSC 11-XX Number <span class=""searchmatch"">theory</span>; see 11-XX at MathSciNet and 11-XX at zbMATH. Top 0–9 A B C D E F G H I J K L M N O P <span class=""searchmatch"">Q</span> R S T U V W X Y Z",2020-04-25T19:13:57Z,Q theory,Number theory,0.5833333333333333,6
4,14,Category:Model theory,693979,550,71,"tools from mathematical logic. Model <span class=""searchmatch"">theory</span> has close ties to algebra and universal algebra. Top 0–9 A B C D E F G H I J K L M N O P <span class=""searchmatch"">Q</span> R S T U V W X Y Z",2020-04-22T19:22:34Z,Q theory,Model theory,0.5454545454545454,5
5,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch of mathematics that examines the properties of mathematical graphs. See glossary of graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,Q theory,Graph theory,0.5454545454545454,5
6,14,Category:String theory,962873,563,81,"String <span class=""searchmatch"">theory</span> is a branch of theoretical physics that attempts to build a <span class=""searchmatch"">theory</span> of quantum gravity using one-dimensional strings rather than zero-dimensional",2021-01-10T19:39:14Z,Q theory,String theory,0.5833333333333333,6
8,14,Category:Game theory,774008,644,66,"Game <span class=""searchmatch"">theory</span> is a branch of mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,Q theory,Game theory,0.5,4
0,14,Category:Detection theory,1764882,211,19,"<span class=""searchmatch"">Detection</span> <span class=""searchmatch"">theory</span>, or signal <span class=""searchmatch"">detection</span> <span class=""searchmatch"">theory</span>, is a means to quantify the ability to discern between signal and noise.",2013-03-28T02:38:56Z,detection theory,Detection theory,0.1333333333333333,1
1,14,Category:Dark Enlightenment,52397881,202,0,NA,2021-03-03T09:21:50Z,Enlightenment theories,Dark Enlightenment,0.56,14
0,14,Category:Formal theories,24825997,105,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Formal</span> <span class=""searchmatch"">theories</span>.",2020-10-04T10:23:11Z,Formal Theories,Formal theories,0.375,1
1,14,Category:Military theory,14872290,495,53,"military <span class=""searchmatch"">theory</span>, the analysis of normative behavior and trends in military affairs and military <span class=""searchmatch"">history</span>, beyond simply describing events in war. <span class=""searchmatch"">Theories</span> and",2021-07-29T17:54:23Z,history theory,Military theory,0.5882352941176471,4
0,14,Category:Paradoxes in utility theory,46241455,95,0,NA,2020-05-27T20:07:01Z,utility theory,Paradoxes in utility theory,0.52,13
0,14,Category:General equilibrium theory,5051068,128,0,"General <span class=""searchmatch"">equilibrium</span> <span class=""searchmatch"">theory</span> is included in the JEL classification codes as JEL: D5",2018-05-19T20:06:27Z,equilibrium theory,General equilibrium theory,0.33333333333333337,8
2,14,Category:General equilibrium theorists,14673717,148,0,NA,2018-04-24T02:32:45Z,equilibrium theory,General equilibrium theorists,0.4642857142857143,12
6,14,Category:Game theory equilibrium concepts,51883016,24,0,NA,2016-10-06T10:25:09Z,equilibrium theory,Game theory equilibrium concepts,0.5161290322580645,19
0,14,Category:String theory,962873,563,81,"point particles as fundamental <span class=""searchmatch"">building</span> blocks. The name string <span class=""searchmatch"">theory</span> is somewhat of a misnomer since the modern <span class=""searchmatch"">theory</span> also includes higher dimensional",2021-01-10T19:39:14Z,building theory,String theory,0.5,5
1,14,Category:Feminist theory,704466,204,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Feminist</span> <span class=""searchmatch"">theory</span>.",2020-11-08T00:40:32Z,Feminist theories,Feminist theory,0.25,3
3,14,Category:Feminist theorists,37203154,184,2,Feminism portal,2017-03-01T18:27:45Z,Feminist theories,Feminist theorists,0.23529411764705888,2
0,14,Category:Gender theories,63068457,115,4,"Social <span class=""searchmatch"">theories</span> on <span class=""searchmatch"">gender</span>.",2020-02-14T18:27:16Z,gendering theories,Gender theories,0.4736842105263158,4
0,14,Category:Organizational theory,1030978,553,50,"pursue collective goals. <span class=""searchmatch"">Theories</span> of <span class=""searchmatch"">organizations</span> include rational system perspective, division of labor, bureaucratic <span class=""searchmatch"">theory</span>, and contingency <span class=""searchmatch"">theory</span>.",2020-12-31T18:12:12Z,organization theories,Organizational theory,0.48,6
1,14,Category:American organizational theorists,46705097,171,10,"Lists of researchers studying <span class=""searchmatch"">organizational</span> <span class=""searchmatch"">theory</span> in the United States.",2018-06-27T22:10:53Z,organization theories,American organizational theorists,0.5714285714285714,13
0,14,Category:Type theory,1028819,599,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Type</span> <span class=""searchmatch"">theory</span>.",2020-04-22T19:23:37Z,type theory,Type theory,0.19999999999999996,1
0,14,Category:Fringe theories,27280502,211,22,"<span class=""searchmatch"">Fringe</span> <span class=""searchmatch"">theories</span>, ideas or viewpoints which differ from the accepted scholarship in their field. For <span class=""searchmatch"">fringe</span> <span class=""searchmatch"">theory</span> in general, see Category:<span class=""searchmatch"">Fringe</span> theory",2020-12-12T15:50:32Z,fringe theories,Fringe theories,0.1428571428571429,1
1,14,Category:Fringe theory,24080755,693,89,"unproven claims about alternative medicine, pseudohistory and so forth. For the Wikipedia guideline on <span class=""searchmatch"">fringe</span> <span class=""searchmatch"">theories</span>, see Wikipedia:<span class=""searchmatch"">Fringe</span> <span class=""searchmatch"">theories</span>.",2018-01-14T16:08:10Z,fringe theories,Fringe theory,0.4,4
6,14,Category:Wikipedia fringe theories,67822808,64,0,NA,2021-10-23T06:56:22Z,fringe theories,Wikipedia fringe theories,0.4347826086956522,10
2,14,Category:Perturbation theory,4948907,310,30,"category deals with topics in perturbation <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">variational</span> principles, which commonly occur in the <span class=""searchmatch"">theory</span> of differential equations, with problems",2020-11-02T22:49:34Z,variation theory,Perturbation theory,0.5238095238095238,6
4,14,Category:Theories of language,22337303,120,0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> of reference Contrast <span class=""searchmatch"">theory</span> of meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,language theories,Theories of language,0.5,19
9,14,Category:Programming language theory,24085628,144,0,"Wikimedia Commons has media related to Programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>.",2020-01-28T20:25:49Z,language theories,Programming language theory,0.5714285714285714,15
4,14,Category:Process theory,30227097,96,0,NA,2016-05-21T22:08:08Z,processing theory,Process theory,0.5,4
1,14,Category:Grand Unified Theory,48343728,109,0,NA,2015-10-24T05:31:40Z,Unified Theory,Grand Unified Theory,0.33333333333333337,6
2,14,Category:Attachment theory,11484129,242,10,"This category is a list of subjects in attachment <span class=""searchmatch"">theory</span>:",2021-11-27T13:06:16Z,development theory,Attachment theory,0.5909090909090908,7
0,14,Category:Domain theory,14821261,113,0,NA,2018-12-31T21:28:59Z,domain theories,Domain theory,0.4,4
1,14,Category:Evolutionary theories of biological ageing,39293595,42,0,NA,2020-05-13T05:50:22Z,Evolutionary theories,Evolutionary theories of biological ageing,0.525,21
3,14,Category:Evolutionary game theory,9391258,174,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Evolutionary</span> game <span class=""searchmatch"">theory</span>.",2014-05-19T23:24:34Z,Evolutionary theories,Evolutionary game theory,0.42307692307692313,8
0,14,Category:Mutualism (economic theory),31176645,278,16,"This category is for articles relating to Mutualism (<span class=""searchmatch"">economic</span> <span class=""searchmatch"">theory</span>), largely associated with Pierre-Joseph Proudhon.",2018-01-13T16:53:02Z,Economic theory,Mutualism (economic theory),0.5384615384615384,13
0,14,Category:Computability theory,30870610,615,94,"of the notion of <span class=""searchmatch"">computable</span> function, and with related concepts such as Turing degrees. Related information about <span class=""searchmatch"">computability</span> <span class=""searchmatch"">theory</span> in computer science",2021-05-04T05:02:20Z,computability theory,Computability theory,0.10526315789473684,1
6,14,Category:Computability theorists,40973787,106,0,NA,2013-11-04T21:47:05Z,computability theory,Computability theorists,0.30434782608695654,5
0,14,Category:Music theory,736492,633,66,"<span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is a set of systems for analyzing, classifying, and composing <span class=""searchmatch"">music</span> and the elements of <span class=""searchmatch"">music</span>. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,music theories,Music theory,0.4285714285714286,4
4,14,Category:Music theorists,1118554,417,46,"<span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly",2020-11-13T16:02:46Z,music theories,Music theorists,0.4375,3
5,14,Category:American music theorists,6031559,452,48,"<span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly",2013-03-25T16:27:15Z,music theories,American music theorists,0.5833333333333333,11
6,14,Category:German music theorists,5878963,457,48,"<span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly",2021-03-27T16:12:45Z,music theories,German music theorists,0.5454545454545454,9
8,14,Category:Russian music theorists,9251243,406,48,"<span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly",2007-07-05T19:19:47Z,music theories,Russian music theorists,0.5652173913043479,10
9,14,Category:Italian music theorists,5879293,472,52,"Italy portal <span class=""searchmatch"">Music</span> portal <span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient",2020-08-15T23:53:21Z,music theories,Italian music theorists,0.5652173913043479,10
0,14,Category:Systems theory,717695,364,62,"<span class=""searchmatch"">Systems</span> science portal Engineering portal <span class=""searchmatch"">Systems</span> <span class=""searchmatch"">theory</span> is the interdisciplinary study of <span class=""searchmatch"">systems</span> in science and society. It offers frameworks to describe",2020-08-29T17:44:54Z,system theory,Systems theory,0.4666666666666667,2
5,14,Category:Control theory publications,18301121,27,0,NA,2008-07-05T14:34:15Z,Publications theory,Control theory publications,0.5,23
1,14,Category:Quantum chaos theory,60324361,214,19,"This category is about <span class=""searchmatch"">quantum</span> chaos <span class=""searchmatch"">theory</span>, a sub-branch of Chaos <span class=""searchmatch"">theory</span> invoking <span class=""searchmatch"">quantum</span> physics in its formulation.",2019-03-25T07:30:28Z,quantum theory,Quantum chaos theory,0.5,7
0,14,Category:Postmodern theory,704758,972,82,"<span class=""searchmatch"">Postmodernism</span> is a term which describes the postmodernist movement in the arts, its set of cultural tendencies and associated cultural movements. It is",2021-01-08T11:16:04Z,Postmodern theory,Postmodern theory,0,0
0,14,Category:Consumer theory,5043695,142,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Consumer</span> <span class=""searchmatch"">theory</span>.",2020-08-29T20:49:25Z,consumer theory,Consumer theory,0.1428571428571429,1
0,14,Category:Meaning–text theory,34757602,189,24,"<span class=""searchmatch"">Meaning</span>–text <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,meaning theory,Meaning–text theory,0.55,6
0,14,Category:Metatheory,22349285,222,17,"This category is for articles about <span class=""searchmatch"">theories</span>. For the category containing particular types of <span class=""searchmatch"">theories</span> see Category:<span class=""searchmatch"">Theories</span>.",2018-12-31T21:33:54Z,metatheory theory,Metatheory,0.41666666666666663,8
0,14,Category:Role theory,34742397,623,83,"Articles relating to the <span class=""searchmatch"">role</span> <span class=""searchmatch"">theory</span>, a concept in sociology and in social psychology that considers most of everyday activity to be the acting-out of",2021-11-08T10:53:42Z,role theory,Role theory,0.19999999999999996,1
0,14,Category:Social choice theory,5389513,323,0,"Social <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span> is included in the JEL classification codes as JEL: D71",2018-05-17T13:59:49Z,choice theories,Social choice theory,0.5238095238095238,10
1,14,Category:Public choice theory,1233922,276,0,"Wikimedia Commons has media related to Public <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span>.",2018-04-02T21:31:40Z,choice theories,Public choice theory,0.5238095238095238,10
2,14,Category:Rational choice theory,10573880,264,0,"Wikimedia Commons has media related to Rational <span class=""searchmatch"">choice</span> <span class=""searchmatch"">theory</span>.",2020-07-05T04:29:15Z,choice theories,Rational choice theory,0.5652173913043479,12
0,14,Category:Conspiracy theories,874184,686,49,"Articles relating to <span class=""searchmatch"">conspiracy</span> <span class=""searchmatch"">theories</span>, explanations for events or situations that invoke a <span class=""searchmatch"">conspiracy</span> by sinister and powerful groups, often political",2021-08-14T09:52:56Z,conspiracy theories,Conspiracy theories,0.11111111111111116,1
1,14,Category:Conspiracy theorists,780183,835,92,"article as actively promoting one of the <span class=""searchmatch"">conspiracy</span> <span class=""searchmatch"">theories</span> listed in the articles under Category:<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span>, and the promotion is a non-trivial",2021-08-23T18:43:14Z,conspiracy theories,Conspiracy theorists,0.33333333333333337,3
2,14,Category:Death conspiracy theories,38840997,914,141,"<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span> about the deaths of individuals. This category is for articles about deaths, or decedents, where a single official verdict on the",2021-01-18T21:12:48Z,conspiracy theories,Death conspiracy theories,0.26086956521739135,6
3,14,Category:Conspiracy theories in Turkey,62416702,243,4,"<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span> in Turkey.",2020-07-22T20:13:13Z,conspiracy theories,Conspiracy theories in Turkey,0.4285714285714286,11
4,14,Category:Critics of conspiracy theories,42106950,203,10,"Persons who have criticized or tried to debunk <span class=""searchmatch"">conspiracy</span> <span class=""searchmatch"">theories</span>.",2021-08-06T22:06:04Z,conspiracy theories,Critics of conspiracy theories,0.3928571428571429,11
5,14,Category:Conspiracy theories involving Jews,28730041,221,5,"<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span> involving Jewish People.",2021-02-09T07:25:26Z,conspiracy theories,Conspiracy theories involving Jews,0.5151515151515151,16
7,14,Category:Conspiracy theories involving religion,52184543,176,4,"<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span> involving religion.",2020-12-12T15:44:08Z,conspiracy theories,Conspiracy theories involving religion,0.5675675675675675,20
8,14,Category:Conspiracy theories in North America,64500420,155,5,"<span class=""searchmatch"">Conspiracy</span> <span class=""searchmatch"">theories</span> in North America.",2020-07-09T10:49:35Z,conspiracy theories,Conspiracy theories in North America,0.5428571428571429,18
0,14,Category:Computational problems,4594748,288,18,"This category lists <span class=""searchmatch"">computational</span> problems, formal problems in theoretical computer science which are studied in <span class=""searchmatch"">computational</span> complexity <span class=""searchmatch"">theory</span>.",2013-12-29T16:02:35Z,Computational Theory,Computational problems,0.5384615384615384,8
1,14,Category:Theory of computation,3233312,465,46,"computation, using an algorithm. The field is divided into three major branches: automata <span class=""searchmatch"">theory</span>, computability <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">computational</span> complexity <span class=""searchmatch"">theory</span>.",2020-01-28T20:25:57Z,Computational Theory,Theory of computation,0.52,19
2,14,Category:Computational resources,4628120,318,32,"This category lists <span class=""searchmatch"">computational</span> resources, used in <span class=""searchmatch"">computational</span> complexity <span class=""searchmatch"">theory</span>. See also Category:Complexity classes for a list of complexity classes",2013-03-28T08:51:59Z,Computational Theory,Computational resources,0.5555555555555556,7
6,14,Category:Computational physics,792595,322,24,"<span class=""searchmatch"">Computational</span> physics is the study and implementation of numerical algorithms in order to solve problems in physics for which a quantitative <span class=""searchmatch"">theory</span> already",2020-12-21T22:02:56Z,Computational Theory,Computational physics,0.52,6
7,14,Category:Computational complexity theory,693727,163,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Computational</span> complexity <span class=""searchmatch"">theory</span>.",2020-07-27T20:12:23Z,Computational Theory,Computational complexity theory,0.5161290322580645,12
9,14,Category:Computational number theory,1183044,152,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Computational</span> number <span class=""searchmatch"">theory</span>.",2020-08-29T18:23:32Z,Computational Theory,Computational number theory,0.4642857142857143,8
0,14,Category:Education theory,11719938,130,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Education</span> <span class=""searchmatch"">theory</span>.",2021-04-10T14:55:13Z,Education Theory,Education theory,0.3529411764705882,1
0,14,Category:Set theory,693646,1016,161,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any of a number of subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,P theory,Set theory,0.4444444444444444,3
3,14,Category:Number theory,693745,682,125,"corresponds roughly to MSC 11-XX Number <span class=""searchmatch"">theory</span>; see 11-XX at MathSciNet and 11-XX at zbMATH. Top 0–9 A B C D E F G H I J K L M N O <span class=""searchmatch"">P</span> Q R S T U V W X Y Z",2020-04-25T19:13:57Z,P theory,Number theory,0.5833333333333333,6
