category,item.x,itemLabel,item.y,q_id,date of birth,description,sex_gender,country_citizenship
Category:Film theorists,http://www.wikidata.org/entity/Q2417140,Robert McKee,http://www.wikidata.org/entity/Q2417140,Q2417140,1941-01-30T00:00:00Z,American academic specialised in seminars for screenwriters,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q2559571,Noël Burch,http://www.wikidata.org/entity/Q2559571,Q2559571,1932-01-22T00:00:00Z,French film critic,male,United States of America|France
Category:Film theorists,http://www.wikidata.org/entity/Q2744009,Buddhadeb Dasgupta,http://www.wikidata.org/entity/Q2744009,Q2744009,1944-02-11T00:00:00Z,Indian director,male,India
Category:Film theorists,http://www.wikidata.org/entity/Q2907850,Bob Thomas,http://www.wikidata.org/entity/Q2907850,Q2907850,1922-01-26T00:00:00Z,American journalist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3039398,Drew Casper,http://www.wikidata.org/entity/Q3039398,Q3039398,1953-01-01T00:00:00Z,American academic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3047293,Eddie Muller,http://www.wikidata.org/entity/Q3047293,Q3047293,1958-10-15T00:00:00Z,American film critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3138805,Nick Clooney,http://www.wikidata.org/entity/Q3138805,Q3138805,1934-01-13T00:00:00Z,"American journalist, anchorman, and television host",male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3158167,Jacques Aumont,http://www.wikidata.org/entity/Q3158167,Q3158167,1942-02-25T00:00:00Z,French academic and writer on film theory,male,France
Category:Film theorists,http://www.wikidata.org/entity/Q3166621,Jean-Louis Baudry,http://www.wikidata.org/entity/Q3166621,Q3166621,1930-03-02T00:00:00Z,French writer,male,France
Category:Film theorists,http://www.wikidata.org/entity/Q3168029,Jean-Michel Frodon,http://www.wikidata.org/entity/Q3168029,Q3168029,1953-09-20T00:00:00Z,"Film critic, writer, journalist, professor",male,France
Category:Film theorists,http://www.wikidata.org/entity/Q3185353,Joseph McBride,http://www.wikidata.org/entity/Q3185353,Q3185353,1947-08-09T00:00:00Z,American screenwriter,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3187993,Judith Crist,http://www.wikidata.org/entity/Q3187993,Q3187993,1922-05-22T00:00:00Z,American film critic,female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3271219,Léon Moussinac,http://www.wikidata.org/entity/Q3271219,Q3271219,1890-01-19T00:00:00Z,French historian and film critic,male,France
Category:Film theorists,http://www.wikidata.org/entity/Q3297139,Masakazu Nakai,http://www.wikidata.org/entity/Q3297139,Q3297139,1900-02-14T00:00:00Z,Japanese aesthetician,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q3343689,Norimasa Kaeriyama,http://www.wikidata.org/entity/Q3343689,Q3343689,1893-03-01T00:00:00Z,Japanese film director,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q3349876,Suman Mukhopadhyay,http://www.wikidata.org/entity/Q3349876,Q3349876,1966-11-20T00:00:00Z,Indian film director,male,India
Category:Film theorists,http://www.wikidata.org/entity/Q3376460,Peter Biskind,http://www.wikidata.org/entity/Q3376460,Q3376460,1940-05-22T00:00:00Z,American journalist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3500524,Midhat Ajanović,http://www.wikidata.org/entity/Q3500524,Q3500524,1959-10-20T00:00Z|1959-01-01T00:00Z,"Film theorist, animator and novelist",male,Sweden
Category:Film theorists,http://www.wikidata.org/entity/Q3513689,Tadao Satō,http://www.wikidata.org/entity/Q3513689,Q3513689,1930-10-06T00:00:00Z,Japanese critic,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q3573764,Yves Lavandier,http://www.wikidata.org/entity/Q3573764,Q3573764,1959-04-02T00:00:00Z,French film director,male,France
Category:Film theorists,http://www.wikidata.org/entity/Q3624287,Arthur Knight,http://www.wikidata.org/entity/Q3624287,Q3624287,1916-09-03T00:00:00Z,"Film critic, Film historian, TV host",male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q3749747,Francesco Casetti,http://www.wikidata.org/entity/Q3749747,Q3749747,1947-04-02T00:00:00Z,American academic,male,Italy
Category:Film theorists,http://www.wikidata.org/entity/Q3756753,Gabriella Lettini,http://www.wikidata.org/entity/Q3756753,Q3756753,1968-02-25T00:00:00Z,Italian academic,female,Italy
Category:Film theorists,http://www.wikidata.org/entity/Q3809594,John Russell Taylor,http://www.wikidata.org/entity/Q3809594,Q3809594,1935-06-19T00:00:00Z,British writer,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q3832617,Linda Seger,http://www.wikidata.org/entity/Q3832617,Q3832617,1945-08-27T00:00:00Z,"American script consultant, author, seminar leader.",female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q4152857,Boris Gusman,http://www.wikidata.org/entity/Q4152857,Q4152857,1892-12-16T00:00:00Z,"Soviet artist, critic, Pravda writer and friend of Prokofiev killed in the purges.",male,Russian Empire|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q4163787,Sergey Dobrotvorsky,http://www.wikidata.org/entity/Q4163787,Q4163787,1959-01-22T00:00:00Z,actor,male,Soviet Union|Russia
Category:Film theorists,http://www.wikidata.org/entity/Q4172578,Victor Dyomin,http://www.wikidata.org/entity/Q4172578,Q4172578,1937-05-08T00:00:00Z,film director,male,Russia|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q4244608,Sergey Kudryavtsev,http://www.wikidata.org/entity/Q4244608,Q4244608,1956-03-12T00:00:00Z,Russian film critic and historian (born 1956),male,Russia|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q4346643,John Passmore,http://www.wikidata.org/entity/Q4346643,Q4346643,1914-09-09T00:00:00Z,Australian philosopher,male,Australia
Category:Film theorists,http://www.wikidata.org/entity/Q4388615,Kirill Razlogov,http://www.wikidata.org/entity/Q4388615,Q4388615,1946-05-06T00:00:00Z,Soviet journalist,male,Soviet Union|Russia
Category:Film theorists,http://www.wikidata.org/entity/Q55404,Ritwik Ghatak,http://www.wikidata.org/entity/Q55404,Q55404,1925-11-04T00:00:00Z,Indian Bengali filmmaker and script writer,male,India
Category:Film theorists,http://www.wikidata.org/entity/Q4705703,Alain Silver,http://www.wikidata.org/entity/Q4705703,Q4705703,1947-01-01T00:00:00Z,American film theorist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q4739346,Robert Osborne,http://www.wikidata.org/entity/Q4739346,Q4739346,1932-05-03T00:00:00Z,American actor and film historian (1932-2017),male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q4773479,Anthony Slide,http://www.wikidata.org/entity/Q4773479,Q4773479,1944-11-07T00:00:00Z,British film historian,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q4793671,Armond White,http://www.wikidata.org/entity/Q4793671,Q4793671,1953-04-24T00:00:00Z,American film critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q4919841,Bjørn Bjørnsen,http://www.wikidata.org/entity/Q4919841,Q4919841,1937-08-16T00:00:00Z,author and politician,male,Norway
Category:Film theorists,http://www.wikidata.org/entity/Q4963857,Brian Godawa,http://www.wikidata.org/entity/Q4963857,Q4963857,1961-11-10T00:00:00Z,screenwriter,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q4976780,William Moritz,http://www.wikidata.org/entity/Q4976780,Q4976780,1941-01-01T00:00:00Z,American film historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5044397,Carol J. Clover,http://www.wikidata.org/entity/Q5044397,Q5044397,1940-07-31T00:00:00Z,American professor of film studies,female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5045109,Caroline Joan S. Picart,http://www.wikidata.org/entity/Q5045109,Q5045109,1966-01-31T00:00:00Z,Filipino philosopher,female,Kingdom of the Netherlands
Category:Film theorists,http://www.wikidata.org/entity/Q5209009,Dai Jinhua,http://www.wikidata.org/entity/Q5209009,Q5209009,1959-01-01T00:00:00Z,Chinese academic,female,People's Republic of China
Category:Film theorists,http://www.wikidata.org/entity/Q5216556,Daniel Bernardi,http://www.wikidata.org/entity/Q5216556,Q5216556,1964-06-16T00:00:00Z,American media scholar,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5232908,David Del Valle,http://www.wikidata.org/entity/Q5232908,Q5232908,1949-09-24T00:00:00Z,American journalist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5233259,David Edelstein,http://www.wikidata.org/entity/Q5233259,Q5233259,1959-01-01T00:00:00Z,American film historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5240075,David Sterritt,http://www.wikidata.org/entity/Q5240075,Q5240075,1944-09-11T00:00:00Z,American film critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5311799,Dudley Andrew,http://www.wikidata.org/entity/Q5311799,Q5311799,1945-07-27T00:00:00Z,American film theorist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5387250,Eric Patrick,http://www.wikidata.org/entity/Q5387250,Q5387250,NA,American filmmaker and animator,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5424113,F. X. Feeney,http://www.wikidata.org/entity/Q5424113,Q5424113,1953-09-01T00:00:00Z,American writer and filmmaker,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5493357,François Pain,http://www.wikidata.org/entity/Q5493357,Q5493357,NA,French filmmaker,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q5549473,Gerald Peary,http://www.wikidata.org/entity/Q5549473,Q5549473,1944-10-30T00:00:00Z,American film critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5637737,Haden Guest,http://www.wikidata.org/entity/Q5637737,Q5637737,1972-01-01T00:00:00Z,film historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5793872,Ronald Haver,http://www.wikidata.org/entity/Q5793872,Q5793872,1939-01-14T00:00:00Z,American historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q5924063,Hrvoje Turković,http://www.wikidata.org/entity/Q5924063,Q5924063,1943-11-04T00:00:00Z,Croatian film critic,male,Croatia
Category:Film theorists,http://www.wikidata.org/entity/Q5981182,Ian Christie,http://www.wikidata.org/entity/Q5981182,Q5981182,1945-02-23T00:00:00Z,British film historian,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q6115005,Jack Sargeant,http://www.wikidata.org/entity/Q6115005,Q6115005,1968-04-01T00:00:00Z,"British writer, performer and curator.",male,United Kingdom|Australia
Category:Film theorists,http://www.wikidata.org/entity/Q6144539,James Ursini,http://www.wikidata.org/entity/Q6144539,Q6144539,1947-05-10T00:00:00Z,American writer and educator,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6171972,Jeanine Basinger,http://www.wikidata.org/entity/Q6171972,Q6171972,1936-02-03T00:00Z|1936-01-01T00:00Z,American curator,female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6186790,Jesse Richards,http://www.wikidata.org/entity/Q6186790,Q6186790,1975-07-17T00:00:00Z,American artist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6251513,Nick Zedd,http://www.wikidata.org/entity/Q6251513,Q6251513,1958-05-08T00:00:00Z,American filmmaker and writer,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6438202,Kristin Thompson,http://www.wikidata.org/entity/Q6438202,Q6438202,1950-01-01T00:00:00Z,American film theorist,female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6753055,Manuela Viegas,http://www.wikidata.org/entity/Q6753055,Q6753055,1957-10-13T00:00:00Z,film director,female,Portugal
Category:Film theorists,http://www.wikidata.org/entity/Q6832789,Michael Medved,http://www.wikidata.org/entity/Q6832789,Q6832789,1948-10-03T00:00:00Z,American radio host,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6873339,Miriam Hansen,http://www.wikidata.org/entity/Q6873339,Q6873339,1949-04-28T00:00:00Z,film historian,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q6896590,Molly Haskell,http://www.wikidata.org/entity/Q6896590,Q6896590,1939-09-29T00:00:00Z,American film critic,female,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6939416,Murray Pomerance,http://www.wikidata.org/entity/Q6939416,Q6939416,1946-08-09T00:00:00Z,"Canadian film scholar, author, and professor",male,Canada
Category:Film theorists,http://www.wikidata.org/entity/Q7070145,Nurith Gertz,http://www.wikidata.org/entity/Q7070145,Q7070145,1940-01-01T00:00:00Z,Israeli writer,female,Israel
Category:Film theorists,http://www.wikidata.org/entity/Q7128925,Pam Cook,http://www.wikidata.org/entity/Q7128925,Q7128925,1943-01-06T00:00:00Z,British academic,female,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q7172696,Peter Bart,http://www.wikidata.org/entity/Q7172696,Q7172696,1932-07-24T00:00:00Z,American film producer,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q7173424,Peter Cowie,http://www.wikidata.org/entity/Q7173424,Q7173424,1939-12-24T00:00:00Z,British historian,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q7176605,Peter Rinaldi,http://www.wikidata.org/entity/Q7176605,Q7176605,NA,American filmmaker,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q7240219,Premankur Atorthy,http://www.wikidata.org/entity/Q7240219,Q7240219,1890-01-01T00:00:00Z,Indian actor,male,India|British India|Dominion of India
Category:Film theorists,http://www.wikidata.org/entity/Q7298729,Raymond Durgnat,http://www.wikidata.org/entity/Q7298729,Q7298729,1932-09-01T00:00:00Z,British film critic,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q7323985,Richard Barsam,http://www.wikidata.org/entity/Q7323985,Q7323985,1938-11-08T00:00:00Z,film theorist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q7349988,Robert Stam,http://www.wikidata.org/entity/Q7349988,Q7349988,1941-10-29T00:00:00Z,American academic,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q7436304,Scott Eyman,http://www.wikidata.org/entity/Q7436304,Q7436304,1951-03-02T00:00Z|1951-03-21T00:00Z,American writer,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q7615259,Steven Shaviro,http://www.wikidata.org/entity/Q7615259,Q7615259,1954-04-03T00:00:00Z,American cultural critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q7675978,Taihei Imamura,http://www.wikidata.org/entity/Q7675978,Q7675978,1911-08-21T00:00:00Z,Japanese film theorist,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q8013826,William K. Everson,http://www.wikidata.org/entity/Q8013826,Q8013826,1929-04-08T00:00:00Z,American journalist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q8018182,William Schoell,http://www.wikidata.org/entity/Q8018182,Q8018182,1958-11-30T00:00:00Z,American writer,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q8050060,Yasunosuke Gonda,http://www.wikidata.org/entity/Q8050060,Q8050060,1887-05-17T00:00:00Z,Japanese sociologist,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q9354559,Tadeusz Lubelski,http://www.wikidata.org/entity/Q9354559,Q9354559,1949-03-01T00:00:00Z,Polish film historian and theorist,male,Poland
Category:Film theorists,http://www.wikidata.org/entity/Q10860358,Bill Nichols,http://www.wikidata.org/entity/Q10860358,Q10860358,1942-01-01T00:00:00Z,American historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q11521885,Heiichi Sugiyama,http://www.wikidata.org/entity/Q11521885,Q11521885,1914-11-02T00:00:00Z,NA,male,Japan
Category:Film theorists,http://www.wikidata.org/entity/Q11818283,Piotr Zawojski,http://www.wikidata.org/entity/Q11818283,Q11818283,1963-01-01T00:00:00Z,Polish Film theorist and historian,male,Poland
Category:Film theorists,http://www.wikidata.org/entity/Q15075167,Yevgeny Surkov,http://www.wikidata.org/entity/Q15075167,Q15075167,1915-10-18T00:00:00Z,Russian theatre critic and literary critic (1915-1988),male,Russian Empire|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q15429010,Gerald Mast,http://www.wikidata.org/entity/Q15429010,Q15429010,1940-05-13T00:00:00Z,American film historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q16202994,Sam B. Girgus,http://www.wikidata.org/entity/Q16202994,Q16202994,1942-01-01T00:00:00Z,American film historian,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q16228928,Archer Winsten,http://www.wikidata.org/entity/Q16228928,Q16228928,NA,American film critic,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q16253514,James Naremore,http://www.wikidata.org/entity/Q16253514,Q16253514,1941-04-07T00:00:00Z,American film theorist,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q16730922,Todd Klick,http://www.wikidata.org/entity/Q16730922,Q16730922,NA,American writer,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q17183469,Stephen Prince,http://www.wikidata.org/entity/Q17183469,Q17183469,1955-01-01T00:00:00Z,American film critic (born 1955),male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q17476756,Elizabeth Cowie,http://www.wikidata.org/entity/Q17476756,Q17476756,NA,NA,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q18548289,D. I. Suchianu,http://www.wikidata.org/entity/Q18548289,Q18548289,1895-09-02T00:00:00Z,"Romanian essayist, translator, film theorist and political economist",male,Romania
Category:Film theorists,http://www.wikidata.org/entity/Q19666930,Justin Eugene Evans,http://www.wikidata.org/entity/Q19666930,Q19666930,1973-03-01T00:00:00Z,American filmmaker,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q20985815,Tom Stempel,http://www.wikidata.org/entity/Q20985815,Q20985815,1941-01-01T00:00:00Z,American film scholar and critic (born 1941),male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q21953084,Nikolay Iyezuitov,http://www.wikidata.org/entity/Q21953084,Q21953084,1899-10-24T00:00:00Z,cinema historian and critic,male,Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q27804548,Jackie Stacey,http://www.wikidata.org/entity/Q27804548,Q27804548,1958-01-01T00:00:00Z,NA,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q28086173,Natascha Drubek,http://www.wikidata.org/entity/Q28086173,Q28086173,NA,researcher ORCID ID = 0000-0002-1245-8436,female,Germany
Category:Film theorists,http://www.wikidata.org/entity/Q39049673,Martine Beugnet,http://www.wikidata.org/entity/Q39049673,Q39049673,NA,NA,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q47087182,Sérgio Dias Branco,http://www.wikidata.org/entity/Q47087182,Q47087182,1977-09-05T00:00:00Z,NA,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q48700283,David Trottier,http://www.wikidata.org/entity/Q48700283,Q48700283,NA,American screenwriter,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q51092774,Božidar Zečević,http://www.wikidata.org/entity/Q51092774,Q51092774,1948-01-02T00:00:00Z,NA,male,Serbia
Category:Film theorists,http://www.wikidata.org/entity/Q60669899,Jack Stevenson,http://www.wikidata.org/entity/Q60669899,Q60669899,1955-09-14T00:00:00Z,American author and film showman,male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q63229699,Murray S Smith,http://www.wikidata.org/entity/Q63229699,Q63229699,NA,NA,male,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q63380909,Zheng Guo'en,http://www.wikidata.org/entity/Q63380909,Q63380909,1930-01-01T00:00:00Z,NA,male,People's Republic of China
Category:Film theorists,http://www.wikidata.org/entity/Q98103127,Zinaida Pronchenko,http://www.wikidata.org/entity/Q98103127,Q98103127,1981-09-11T00:00:00Z,"Russian film historian, critic, and journalist",female,Russia
Category:Film theorists,http://www.wikidata.org/entity/Q98909195,Barbara Zecchi,http://www.wikidata.org/entity/Q98909195,Q98909195,NA,feminist film scholar,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q101067803,Manuel Carvalheiro,http://www.wikidata.org/entity/Q101067803,Q101067803,1950-12-30T00:00:00Z,"Portuguese filmmaker, documentary filmmaker, screenwriter, independent film producer, essayist, chronicler and cinema critic",male,Portugal
Category:Film theorists,http://www.wikidata.org/entity/Q107498908,Ashish Rajadhyaksha,http://www.wikidata.org/entity/Q107498908,Q107498908,1957-03-12T00:00:00Z,Indian film scholar and cultural theorist,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q109821452,William Rothman,http://www.wikidata.org/entity/Q109821452,Q109821452,NA,American film theorist and critic,male,NA
Category:Film theorists,http://www.wikidata.org/entity/Q8003,Sergei Eisenstein,http://www.wikidata.org/entity/Q8003,Q8003,1898-01-10T00:00:00Z,Soviet filmmaker,male,Russian Empire|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q8877,Steven Spielberg,http://www.wikidata.org/entity/Q8877,Q8877,1946-12-18T00:00:00Z,"American film director, screenwriter, producer, video game designer, and studio entrepreneur (b. 1946)",male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q23729,Hermann Häfker,http://www.wikidata.org/entity/Q23729,Q23729,1873-06-03T00:00:00Z,film theoretician,male,German Reich
Category:Film theorists,http://www.wikidata.org/entity/Q53002,François Truffaut,http://www.wikidata.org/entity/Q53002,Q53002,1932-02-06T00:00:00Z,French film director (1932-1984),male,France
Category:Film theorists,http://www.wikidata.org/entity/Q55195,Vsevolod Pudovkin,http://www.wikidata.org/entity/Q55195,Q55195,1893-02-16T00:00Z|1893-02-16T00:00Z,"Soviet film director, screenwriter and actor",male,Russian Empire|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q55193,Dziga Vertov,http://www.wikidata.org/entity/Q55193,Q55193,1896-01-02T00:00:00Z,Soviet documentary/avantgarde filmmaker,male,Soviet Union|Russian Empire
Category:Film theorists,http://www.wikidata.org/entity/Q55199,Lev Kuleshov,http://www.wikidata.org/entity/Q55199,Q55199,1899-01-01T00:00:00Z,Soviet filmmaker and film theorist (1899–1970),male,Russian Empire|Soviet Union
Category:Film theorists,http://www.wikidata.org/entity/Q55375,Claude Chabrol,http://www.wikidata.org/entity/Q55375,Q55375,1930-06-24T00:00:00Z,"French film director, screenwriter, film producer and actor (1930-2010)",male,France
Category:Film theorists,http://www.wikidata.org/entity/Q55403,Nagisa Ōshima,http://www.wikidata.org/entity/Q55403,Q55403,1932-03-31T00:00:00Z,Japanese film director and screenwriter,male,Japan
Category:Chaos theory,http://www.wikidata.org/entity/Q7101643,Oreste Piro,http://www.wikidata.org/entity/Q7101643,Q7101643,1954-01-01T00:00:00Z,physicist,male,Argentina|Spain
Category:Chaos theorists,http://www.wikidata.org/entity/Q7101643,Oreste Piro,http://www.wikidata.org/entity/Q7101643,Q7101643,1954-01-01T00:00:00Z,physicist,male,Argentina|Spain
Category:Chaos theory,http://www.wikidata.org/entity/Q18043677,Lock Yue Chew,http://www.wikidata.org/entity/Q18043677,Q18043677,NA,Singaporean physicist,male,NA
Category:Chaos theorists,http://www.wikidata.org/entity/Q18043677,Lock Yue Chew,http://www.wikidata.org/entity/Q18043677,Q18043677,NA,Singaporean physicist,male,NA
Category:Chaos theorists,http://www.wikidata.org/entity/Q77188,Otto Rössler,http://www.wikidata.org/entity/Q77188,Q77188,1940-05-20T00:00:00Z,German biochemist and chaos theorist,male,Germany
Category:Chaos theorists,http://www.wikidata.org/entity/Q81082,Henri Poincaré,http://www.wikidata.org/entity/Q81082,Q81082,1854-04-29T00:00:00Z,"French mathematician, physicist, engineer, and philosopher of science",male,France
Category:Chaos theorists,http://www.wikidata.org/entity/Q90309,Theodor Schwenk,http://www.wikidata.org/entity/Q90309,Q90309,1910-10-08T00:00:00Z,"German anthroposophist, engineer and water researcher",male,Germany
Category:Chaos theorists,http://www.wikidata.org/entity/Q91638,Heinz-Otto Peitgen,http://www.wikidata.org/entity/Q91638,Q91638,1945-01-01T00:00:00Z,German mathematician,male,Germany
Category:Chaos theorists,http://www.wikidata.org/entity/Q93030,Leon O. Chua,http://www.wikidata.org/entity/Q93030,Q93030,1936-06-28T00:00:00Z,"professor in the University of California, Berkeley",male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q101740,Benoit Mandelbrot,http://www.wikidata.org/entity/Q101740,Q101740,1924-11-20T00:00:00Z,"Polish-born, French and American mathematician",male,Poland|France|United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q124301,Martin Gutzwiller,http://www.wikidata.org/entity/Q124301,Q124301,1925-10-12T00:00:00Z,Swiss physicist (1925-2014),male,Switzerland|United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q174808,Edward Norton Lorenz,http://www.wikidata.org/entity/Q174808,Q174808,1917-05-23T00:00:00Z,American mathematician and meteorologist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q248997,David Ruelle,http://www.wikidata.org/entity/Q248997,Q248997,1935-08-20T00:00:00Z,Belgian-French mathematical physicist,male,France|Belgium
Category:Chaos theorists,http://www.wikidata.org/entity/Q310788,Aleksandr Lyapunov,http://www.wikidata.org/entity/Q310788,Q310788,1857-05-25T00:00:00Z,Russian mathematician,male,Russian Empire
Category:Control theorists,http://www.wikidata.org/entity/Q310788,Aleksandr Lyapunov,http://www.wikidata.org/entity/Q310788,Q310788,1857-05-25T00:00:00Z,Russian mathematician,male,Russian Empire
Category:Chaos theorists,http://www.wikidata.org/entity/Q310798,Stephen Wolfram,http://www.wikidata.org/entity/Q310798,Q310798,1959-08-29T00:00:00Z,"British-American computer scientist, mathematician, physicist, writer and businessman",male,United Kingdom|United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q354659,Mitchell Feigenbaum,http://www.wikidata.org/entity/Q354659,Q354659,1944-12-19T00:00:00Z,American mathematical physicist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q372371,Floris Takens,http://www.wikidata.org/entity/Q372371,Q372371,1940-11-12T00:00:00Z,Dutch mathematician,male,Kingdom of the Netherlands|Brazil
Category:Chaos theorists,http://www.wikidata.org/entity/Q432911,Boris Chirikov,http://www.wikidata.org/entity/Q432911,Q432911,1928-06-06T00:00:00Z,Russian physicist,male,Soviet Union|Russia
Category:Chaos theorists,http://www.wikidata.org/entity/Q527322,Harry Swinney,http://www.wikidata.org/entity/Q527322,Q527322,1939-04-10T00:00:00Z,American physicist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q726797,Michel Hénon,http://www.wikidata.org/entity/Q726797,Q726797,1931-07-23T00:00:00Z,French astronomer and mathematician,male,France
Category:Chaos theorists,http://www.wikidata.org/entity/Q897961,James A. Yorke,http://www.wikidata.org/entity/Q897961,Q897961,1941-08-03T00:00:00Z,"mathematician, researcher ORCID ID = 0000-0002-9599-0136",male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q973595,Ralph Abraham,http://www.wikidata.org/entity/Q973595,Q973595,1936-07-04T00:00:00Z,mathematician,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q990704,Brosl Hasslacher,http://www.wikidata.org/entity/Q990704,Q990704,1941-05-13T00:00:00Z,American physicist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q1271868,Norman Packard,http://www.wikidata.org/entity/Q1271868,Q1271868,1954-01-01T00:00:00Z,American chaos theory physicist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q1293171,Edward Ott,http://www.wikidata.org/entity/Q1293171,Q1293171,1941-12-22T00:00:00Z,physicist,male,United States of America
Category:Chaos theorists,http://www.wikidata.org/entity/Q1384920,Steven H. Strogatz,http://www.wikidata.org/entity/Q1384920,Q1384920,1959-08-13T00:00:00Z,American mathematician,male,United States of America
